Source_Name,RAJ2000,DEJ2000,GLON,GLAT,Conf_68_SemiMajor,Conf_68_SemiMinor,Conf_68_PosAng,Conf_95_SemiMajor,Conf_95_SemiMinor,Conf_95_PosAng,ROI_num,Signif_Avg,Pivot_Energy,Flux_Density,Unc_Flux_Density,Flux1000,Unc_Flux1000,Energy_Flux100,Unc_Energy_Flux100,Signif_Curve,SpectrumType,Spectral_Index,Unc_Spectral_Index,beta,Unc_beta,Cutoff,Unc_Cutoff,Exp_Index,Unc_Exp_Index,PowerLaw_Index,Flux100_300,nuFnu100_300,Sqrt_TS100_300,Flux300_1000,nuFnu300_1000,Sqrt_TS300_1000,Flux1000_3000,nuFnu1000_3000,Sqrt_TS1000_3000,Flux3000_10000,nuFnu3000_10000,Sqrt_TS3000_10000,Flux10000_100000,nuFnu10000_100000,Sqrt_TS10000_100000,Variability_Index,Signif_Peak,Flux_Peak,Unc_Flux_Peak,Time_Peak,Peak_Interval,Extended_Source_Name,0FGL_Name,1FGL_Name,2FGL_Name,1FHL_Name,ASSOC_GAM1,ASSOC_GAM2,ASSOC_GAM3,TEVCAT_FLAG,ASSOC_TEV,CLASS1,ASSOC1,ASSOC2,Flags,CLASS,AGN,Blazar
3FGL J1301.6+0832,195.418,8.5398,310.829,71.2544,0.0426775,0.0419375,73.05,0.0692,0.068,73.05,656,13.6457,765.506,2.14075E-12,1.95426E-13,8.20984E-10,9.59299E-11,1.06325E-11,9.71716E-13,2.59564,PowerLaw,2.37894,0.0741605,-INF,-INF,-INF,-INF,-INF,-INF,2.37894,1.12834E-08,2.61324E-12,3.83226,3.72529E-09,2.44759E-12,8.33066,7.96407E-10,1.84449E-12,8.87911,1.42781E-10,9.38102E-13,6.57492,5.51751E-16,8.48549E-18,0,41.7256,-INF,-INF,-INF,-INF,-INF,,,1FGL J1301.8+0837,2FGL J1301.5+0835,,,,,N,,PSR,PSR J1301+0833,,0,psr,non-AGN,non-Blazar
3FGL J1302.3-3259,195.595,-32.9879,305.577,29.8276,0.0298496,0.0282461,-22.65,0.0484,0.0458,-22.65,722,18.7593,1440.63,1.12547E-12,1.037E-13,1.99064E-09,1.63695E-10,1.1303E-11,1.12932E-12,6.14404,PLExpCutoff,1.12307,0.243478,-INF,-INF,2670.45,712.643,1,-INF,2.12025,1.11992E-12,2.91814E-16,0,3.359E-09,2.49904E-12,6.91077,1.53721E-09,3.7785E-12,13.3225,4.1215E-10,2.48674E-12,11.6217,1.76013E-11,1.63081E-13,2.17712,39.7508,-INF,-INF,-INF,-INF,-INF,,,1FGL J1302.3-3255,2FGL J1302.4-3257,,,,,N,,PSR,PSR J1302-3258,,0,psr,non-AGN,non-Blazar
3FGL J1302.6+5748,195.674,57.8113,119.999,59.2528,0.054272,0.047858,-67.49,0.088,0.0776,-67.49,479,6.26268,1418.81,1.46913E-13,2.83828E-14,2.55051E-10,5.31457E-11,3.03634E-12,5.9962E-13,0.949199,PowerLaw,2.27202,0.184888,-INF,-INF,-INF,-INF,-INF,-INF,2.27202,8.20121E-09,1.91904E-12,3.56368,7.5119E-10,4.99626E-13,2.6438,1.26054E-10,2.9496E-13,2.94035,6.63828E-11,4.41521E-13,4.85837,2.52496E-11,4.03928E-13,2.38312,49.5925,-INF,-INF,-INF,-INF,-INF,,,,,,,,,N,,bcu,TXS 1300+580,,0,bcu,AGN,bcu
3FGL J1303.0-6312e,195.75,-63.2,304.235,-0.357558,-INF,-INF,,-INF,-INF,,13,7.57736,17494.1,9.68408E-15,1.53359E-15,1.57032E-09,3.85693E-10,2.26627E-11,3.7623E-12,0.670329,PowerLaw,1.64182,0.120625,-INF,-INF,-INF,-INF,-INF,-INF,1.64182,1.67867E-12,4.18006E-16,0,4.7228E-09,3.38386E-12,1.51606,9.71638E-10,2.41947E-12,2.03022,2.6731E-10,1.91526E-12,2.06002,3.49918E-10,7.24138E-12,7.2372,46.8458,-INF,-INF,-INF,-INF,-INF,HESS J1303-631,,,2FGL J1303.7-6316c,,,,,E,HESS J1303-631,PWN,HESS J1303-631,,5,pwn,non-AGN,non-Blazar
3FGL J1303.0+2435,195.752,24.5948,349.347,86.3679,0.0225722,0.0224489,-42.47,0.0366,0.0364,-42.47,495,28.5482,964.094,2.45482E-12,1.28563E-13,1.9114E-09,1.22738E-10,2.17179E-11,1.22496E-12,2.38555,PowerLaw,2.181,0.0430764,-INF,-INF,-INF,-INF,-INF,-INF,2.181,1.41086E-08,3.33063E-12,4.67547,6.23819E-09,4.19304E-12,15.8984,1.59333E-09,3.76139E-12,18.5761,3.7322E-10,2.50862E-12,12.3161,8.34254E-11,1.38177E-12,7.7577,377.265,12.3468,1.043E-07,1.38336E-08,2.66945E+08,2.63E+06,,,1FGL J1303.0+2433,2FGL J1303.1+2435,1FHL J1302.9+2433,,,,N,,bll,MG2 J130304+2434,,0,bll,AGN,bll
3FGL J1303.7-4619,195.947,-46.3186,305.156,16.4998,0.0618577,0.0446511,0.03,0.1003,0.0724,0.03,338,9.43165,914.674,1.16118E-12,1.4175E-13,6.74221E-10,9.75666E-11,8.82143E-12,1.08441E-12,0.479582,PowerLaw,2.38983,0.0971292,-INF,-INF,-INF,-INF,-INF,-INF,2.38983,1.68346E-08,3.89484E-12,4.49052,2.61058E-09,1.71308E-12,4.76066,6.17484E-10,1.42861E-12,6.17319,9.58301E-11,6.28844E-13,4.16635,1.54343E-11,2.36437E-13,1.73655,73.1497,4.72181,6.13406E-08,1.61888E-08,2.56425E+08,2.63E+06,,,1FGL J1304.0-4622,2FGL J1303.5-4622,,,,,N,,fsrq,PMN J1303-4621,,0,fsrq,AGN,fsrq
3FGL J1304.2-2411,196.061,-24.1938,306.669,38.585,0.0296646,0.0286778,-6.98,0.0481,0.0465,-6.98,312,9.35014,2773.35,8.51638E-14,1.33719E-14,6.47223E-10,1.01628E-10,7.31607E-12,1.17029E-12,2.30477,PowerLaw,1.95726,0.101577,-INF,-INF,-INF,-INF,-INF,-INF,1.95726,5.81056E-10,1.40217E-13,0.142806,1.16131E-09,8.01347E-13,2.34004,5.22358E-10,1.26052E-12,4.84784,1.42842E-10,9.85663E-13,5.57424,5.84224E-11,1.05822E-12,6.02672,52.6844,-INF,-INF,-INF,-INF,-INF,,,,2FGL J1304.1-2415,1FHL J1304.1-2413,,,,N,,bcu,PMN J1304-2412,,0,bcu,AGN,bcu
3FGL J1304.3-5535,196.092,-55.5846,304.773,7.24088,0.0844916,0.0790028,85.14,0.137,0.1281,85.14,149,8.00311,508.525,6.70596E-12,8.45688E-13,6.38796E-10,1.10861E-10,1.22813E-11,1.5746E-12,3.77692,PowerLaw,2.69589,0.0944252,-INF,-INF,-INF,-INF,-INF,-INF,2.69589,1.8473E-08,4.15279E-12,3.02198,6.38633E-09,4.05036E-12,7.57966,3.53494E-10,7.94665E-13,2.48844,5.71359E-11,3.6237E-13,1.83357,2.0772E-11,2.87004E-13,2.54919,51.7644,-INF,-INF,-INF,-INF,-INF,,,,2FGL J1303.8-5537,,,,,N,,bcu,PMN J1303-5540,,0,bcu,AGN,bcu
3FGL J1304.3-4353,196.096,-43.8995,305.397,18.9102,0.0132596,0.0120262,-20.63,0.0215,0.0195,-20.63,338,33.5281,2269.64,6.16164E-13,3.22055E-14,3.19303E-09,1.6894E-10,3.68385E-11,2.17281E-12,1.90961,PowerLaw,1.90749,0.0392108,-INF,-INF,-INF,-INF,-INF,-INF,1.90749,1.5689E-08,3.80467E-12,2.82043,5.04722E-09,3.50338E-12,8.37016,2.19587E-09,5.32511E-12,17.8462,9.68164E-10,6.72023E-12,21.9227,3.20256E-10,5.92145E-12,16.4111,96.2491,8.47324,5.51929E-08,1.06508E-08,2.80095E+08,2.63E+06,,,1FGL J1304.3-4352,2FGL J1304.3-4353,1FHL J1304.3-4354,,3EG J1300-4406,,N,,bll,1RXS J130421.2-435308,,0,bll,AGN,bll
3FGL J1304.6+1200,196.171,12.0064,315.189,74.5619,0.129143,0.0905972,26.37,0.2094,0.1469,26.37,700,5.37691,971.019,5.24872E-13,1.01317E-13,3.55935E-10,7.86587E-11,4.58559E-12,8.9148E-13,2.26351,PowerLaw,2.37322,0.143787,-INF,-INF,-INF,-INF,-INF,-INF,2.37322,3.46547E-09,8.03044E-13,0.744967,1.6493E-09,1.08433E-12,3.42665,4.54865E-10,1.05405E-12,6.12006,1.29137E-11,8.49008E-14,0.602757,6.88796E-13,1.0615E-14,0,52.6441,-INF,-INF,-INF,-INF,-INF,,,,2FGL J1305.0+1152,,,,,N,,,,,0,,,
3FGL J1304.8-0338,196.206,-3.6478,309.438,59.0547,0.0971962,0.0803596,-5.9,0.1576,0.1303,-5.9,688,4.42192,1462.26,1.57628E-13,3.75183E-14,2.92095E-10,7.26472E-11,3.49679E-12,8.52066E-13,0.802638,PowerLaw,2.28052,0.186458,-INF,-INF,-INF,-INF,-INF,-INF,2.28052,6.29452E-09,1.47168E-12,1.63064,6.60119E-10,4.38625E-13,1.44403,2.61699E-10,6.1186E-13,3.58108,3.76824E-11,2.50385E-13,1.70881,2.49349E-11,3.97625E-13,2.83929,73.5448,4.95613,4.75868E-08,1.28936E-08,2.64315E+08,2.63E+06,,,,,,,,,N,,fsrq,PKS 1302-035,,0,fsrq,AGN,fsrq
3FGL J1304.9-2109,196.246,-21.1575,307.157,41.603,0.0586508,0.0493382,-45.17,0.0951,0.08,-45.17,312,4.88082,2515.45,5.81305E-14,1.42429E-14,3.65494E-10,8.96381E-11,4.1083E-12,1.03261E-12,1.31678,PowerLaw,2.14788,0.160548,-INF,-INF,-INF,-INF,-INF,-INF,2.14788,4.60986E-12,1.09177E-15,0,2.00339E-09,1.35179E-12,3.10603,2.0036E-10,4.74522E-13,2.06821,9.19521E-11,6.2045E-13,4.3767,1.66345E-11,2.79094E-13,2.25849,31.6906,-INF,-INF,-INF,-INF,-INF,,,,2FGL J1305.1-2110,,,,,N,,bcu,PKS B1302-208,,0,bcu,AGN,bcu
3FGL J1305.4-4926,196.37,-49.4342,305.278,13.3735,0.0417524,0.0306513,-24.76,0.0677,0.0497,-24.76,478,12.9094,740.54,3.01004E-12,2.70381E-13,1.01653E-09,1.17493E-10,1.37999E-11,1.24022E-12,0.563856,PowerLaw,2.42694,0.0731895,-INF,-INF,-INF,-INF,-INF,-INF,2.42694,2.31392E-08,5.33456E-12,5.89235,4.51368E-09,2.94947E-12,7.01034,7.33256E-10,1.69046E-12,6.10918,1.90949E-10,1.24776E-12,6.04858,4.42434E-11,6.68838E-13,4.15472,56.8794,-INF,-INF,-INF,-INF,-INF,,,1FGL J1305.4-4928,2FGL J1305.8-4925,,,,,N,,sbg,NGC 4945,,0,sbg,non-AGN,non-Blazar
3FGL J1305.5+7854,196.381,78.9102,122.071,38.1945,0.0504483,0.0441577,-2.37,0.0818,0.0716,-2.37,470,9.37219,908.899,6.59916E-13,8.44061E-14,3.81354E-10,5.84879E-11,4.9301E-12,6.329E-13,0.371174,PowerLaw,2.377,0.104136,-INF,-INF,-INF,-INF,-INF,-INF,2.377,5.3626E-09,1.24221E-12,1.78816,1.69312E-09,1.11266E-12,5.0018,3.32169E-10,7.69449E-13,6.06296,6.02648E-11,3.96039E-13,4.51159,1.44829E-11,2.22891E-13,2.4894,41.763,-INF,-INF,-INF,-INF,-INF,,,1FGL J1306.0+7852,2FGL J1305.7+7854,,,,,N,,bll,S5 1304+79,,0,bll,AGN,bll
3FGL J1305.7-6241,196.434,-62.6857,304.572,0.140458,0.0228806,0.0207837,66.93,0.0371,0.0337,66.93,13,11.1193,4143.12,1.56695E-13,1.76802E-14,2.80281E-09,3.38745E-10,3.12095E-11,3.8965E-12,1.8509,PowerLaw,2.10084,0.0800217,-INF,-INF,-INF,-INF,-INF,-INF,2.10084,1.65454E-12,3.93659E-16,0,8.6013E-09,5.83575E-12,2.72992,2.20294E-09,5.24139E-12,5.2305,7.40763E-10,5.02588E-12,8.24891,1.3713E-10,2.34382E-12,5.57656,61.0644,-INF,-INF,-INF,-INF,-INF,,,,,,,,,N,,snr,Kes 17,,0,snr,non-AGN,non-Blazar
3FGL J1306.4-6043,196.615,-60.7317,304.768,2.08643,0.01696,0.0162199,34.11,0.0275,0.0263,34.11,46,25.4483,1551.69,2.72826E-12,1.69406E-13,5.5165E-09,3.05815E-10,3.51233E-11,2.5044E-12,7.1674,LogParabola,1.95605,0.0738954,0.271795,0.0484669,-INF,-INF,-INF,-INF,2.12584,1.0701E-08,2.90707E-12,1.88767,8.68075E-09,6.41062E-12,7.73239,4.10988E-09,9.86054E-12,15.7754,1.26661E-09,8.08088E-12,17.3974,9.69208E-11,1.07179E-12,5.71899,35.6882,-INF,-INF,-INF,-INF,-INF,,,1FGL J1306.4-6038,2FGL J1306.2-6044,,,3EG J1308-6112,,N,,,,,0,,,
3FGL J1306.8-2146,196.714,-21.7775,307.674,40.9522,0.0601309,0.0502633,-63.89,0.0975,0.0815,-63.89,312,4.30601,2636.29,4.91252E-14,1.30568E-14,3.41574E-10,9.10179E-11,3.83813E-12,1.04965E-12,1.3823,PowerLaw,2.14664,0.164575,-INF,-INF,-INF,-INF,-INF,-INF,2.14664,4.18819E-09,9.92027E-13,0.548741,6.87601E-10,4.64028E-13,1.03318,2.61177E-10,6.18632E-13,2.75388,7.48176E-11,5.04907E-13,2.77877,1.41846E-11,2.38104E-13,2.89248,35.9602,-INF,-INF,-INF,-INF,-INF,,,,,,,,,N,,bcu,PKS 1304-215,,0,bcu,AGN,bcu
3FGL J1306.8-4031,196.725,-40.5328,306.105,22.2436,0.043911,0.0404573,-3.88,0.0712,0.0656,-3.88,339,14.9882,561.459,6.34341E-12,4.91684E-13,9.49593E-10,1.08627E-10,1.47021E-11,1.14034E-12,0.317332,PowerLaw,2.54067,0.0688742,-INF,-INF,-INF,-INF,-INF,-INF,2.54067,2.64164E-08,6.02492E-12,6.93055,4.52443E-09,2.91898E-12,7.73205,8.43757E-10,1.9244E-12,8.09898,1.52588E-10,9.84438E-13,5.41299,6.76929E-12,9.83832E-14,1.03167,43.7785,-INF,-INF,-INF,-INF,-INF,,,1FGL J1307.0-4030,2FGL J1306.9-4028,,,,,N,,,,,0,,,
3FGL J1307.6-4300,196.918,-43.0007,306.085,19.7716,0.0134447,0.0132596,-54.91,0.0218,0.0215,-54.91,338,23.7,3172.21,2.00033E-13,1.49721E-14,1.9505E-09,1.46114E-10,2.34531E-11,1.93452E-12,0.706864,PowerLaw,1.83741,0.0550058,-INF,-INF,-INF,-INF,-INF,-INF,1.83741,5.11748E-09,1.24968E-12,0.835366,3.72893E-09,2.61E-12,6.29435,1.05371E-09,2.57316E-12,9.65867,5.5277E-10,3.86901E-12,14.3805,2.59381E-10,4.93851E-12,14.9366,58.224,-INF,-INF,-INF,-INF,-INF,,,1FGL J1307.6-4259,2FGL J1307.5-4300,1FHL J1307.7-4259,,,,N,,bcu,1RXS J130737.8-425940,,0,bcu,AGN,bcu
3FGL J1308.1-6707,197.043,-67.1201,304.562,-4.30138,0.0359552,0.0291712,-26.12,0.0583,0.0473,-26.12,47,16.34,779.906,4.75234E-12,3.37706E-13,1.78066E-09,1.57667E-10,2.47778E-11,1.77406E-12,0.475021,PowerLaw,2.45019,0.0567174,-INF,-INF,-INF,-INF,-INF,-INF,2.45019,4.28183E-08,9.84963E-12,7.45108,9.35875E-09,6.09945E-12,10.0034,1.50722E-09,3.4671E-12,8.67696,2.65951E-10,1.7333E-12,6.46728,5.25074E-11,7.87283E-13,3.66244,133.573,8.45251,1.6934E-07,2.54068E-08,2.74835E+08,2.63E+06,,,1FGL J1307.3-6701,2FGL J1307.6-6704,,,,,N,,bcu,PKS 1304-668,,0,bcu,AGN,bcu
3FGL J1308.7+3545,197.185,35.7605,100.886,80.6149,0.0980596,0.0579107,-58.47,0.159,0.0939,-58.47,566,10.9131,884.945,1.00281E-12,1.12064E-13,5.53329E-10,7.54939E-11,7.02385E-12,7.84968E-13,1.45395,PowerLaw,2.35658,0.0921309,-INF,-INF,-INF,-INF,-INF,-INF,2.35658,8.72291E-09,2.02456E-12,3.25702,2.30533E-09,1.51851E-12,6.37652,4.9477E-10,1.14835E-12,6.87821,1.10613E-10,7.28602E-13,5.10244,6.00565E-12,9.31143E-14,0.586391,167.28,9.05538,8.51531E-08,1.40108E-08,2.66945E+08,2.63E+06,,,1FGL J1308.5+3550,2FGL J1308.5+3547,,,,,N,,fsrq,5C 12.291,,0,fsrq,AGN,fsrq
3FGL J1308.7-5738,197.199,-57.6394,305.263,5.15373,0.139504,0.111998,-13.97,0.2262,0.1816,-13.97,149,5.36403,624.89,3.00342E-12,5.21198E-13,5.07881E-10,1.1528E-10,9.51388E-12,1.74113E-12,0.129203,PowerLaw,2.67855,0.137687,-INF,-INF,-INF,-INF,-INF,-INF,2.67855,2.96342E-08,6.67252E-12,4.34952,3.2754E-09,2.08126E-12,3.64305,2.79839E-10,6.30095E-13,1.97457,6.9236E-11,4.39942E-13,1.88314,1.34803E-11,1.87278E-13,1.57869,33.824,-INF,-INF,-INF,-INF,-INF,,,,,,,,,N,,,,,9,,,
3FGL J1309.0+0347,197.258,3.7909,313.902,66.2871,0.0925091,0.077831,28.67,0.15,0.1262,28.67,567,4.09608,1972.81,6.74381E-14,1.74401E-14,2.54584E-10,6.65953E-11,2.83042E-12,7.35455E-13,2.7341,PowerLaw,2.08547,0.18862,-INF,-INF,-INF,-INF,-INF,-INF,2.08547,1.00409E-09,2.39259E-13,0.373714,2.47892E-10,1.68491E-13,0.658059,2.03249E-10,4.84313E-13,3.38679,1.14702E-10,7.79621E-13,4.7544,3.41806E-14,5.87792E-16,0,42.9368,-INF,-INF,-INF,-INF,-INF,,,,,,,,,N,,,,,0,,,
3FGL J1309.3+4304,197.345,43.0749,111.227,73.6432,0.0164666,0.0144931,83.05,0.0267,0.0235,83.05,810,29.0478,1637.92,6.36468E-13,3.77061E-14,1.74427E-09,1.11163E-10,1.98727E-11,1.4417E-12,0.228095,PowerLaw,1.9358,0.0458963,-INF,-INF,-INF,-INF,-INF,-INF,1.9358,1.2432E-08,3.0064E-12,6.45791,2.79232E-09,1.93172E-12,8.6552,1.20185E-09,2.90639E-12,16.8099,5.51359E-10,3.81428E-12,18.4802,1.25569E-10,2.29467E-12,10.6366,55.2252,-INF,-INF,-INF,-INF,-INF,,,1FGL J1309.5+4304,2FGL J1309.4+4304,1FHL J1309.3+4304,,,,N,,bll,B3 1307+433,,0,bll,AGN,bll
3FGL J1309.5+1154,197.393,11.9007,319.425,74.1888,0.057479,0.0482281,-45.97,0.0932,0.0782,-45.97,700,9.13454,1830.78,1.83687E-13,2.65794E-14,5.84372E-10,8.61096E-11,6.56032E-12,9.49321E-13,1.63718,PowerLaw,2.14317,0.113893,-INF,-INF,-INF,-INF,-INF,-INF,2.14317,4.7544E-11,1.12652E-14,0,1.64044E-09,1.1075E-12,3.48087,3.61616E-10,8.56825E-13,4.94864,1.89063E-10,1.27641E-12,7.3225,1.36792E-11,2.29934E-13,1.70624,46.4748,-INF,-INF,-INF,-INF,-INF,,,1FGL J1309.2+1156,2FGL J1309.3+1154,,,,,N,,bll,4C +12.46,,0,bll,AGN,bll
3FGL J1310.2-1159,197.568,-11.9852,310.203,50.6204,0.0358935,0.0319465,-76.39,0.0582,0.0518,-76.39,628,6.87486,5606.66,1.23811E-14,2.86673E-15,3.35511E-10,8.65567E-11,4.15579E-12,9.76468E-13,1.14667,PowerLaw,1.79755,0.192898,-INF,-INF,-INF,-INF,-INF,-INF,1.79755,3.25063E-09,7.96956E-13,1.10807,4.06369E-10,2.85786E-13,1.04896,2.39908E-10,5.88181E-13,3.0504,4.01708E-11,2.82507E-13,2.08,6.95007E-11,1.34571E-12,6.7532,41.2826,-INF,-INF,-INF,-INF,-INF,,,,,,,,,N,,bll,TXS 1307-117,,0,bll,AGN,bll
3FGL J1310.6+2446,197.65,24.7818,5.41989,85.0952,0.0982447,0.0711087,31.4,0.1593,0.1153,31.4,495,4.13642,2299.62,4.33607E-14,1.16563E-14,2.24882E-10,6.0445E-11,2.57704E-12,7.40229E-13,1.07845,PowerLaw,2.20186,0.22037,-INF,-INF,-INF,-INF,-INF,-INF,2.20186,6.95074E-09,1.63754E-12,1.75442,9.80402E-10,6.57389E-13,2.50218,1.17273E-10,2.76285E-13,2.03025,4.38545E-11,2.94058E-13,3.16485,4.76961E-12,7.83652E-14,0.924285,39.127,-INF,-INF,-INF,-INF,-INF,,,,,,,,,N,,bcu,MG2 J131037+2447,,0,bcu,AGN,bcu
3FGL J1310.6+3222,197.657,32.3697,85.6232,83.3069,0.0162199,0.0148631,37.42,0.0263,0.0241,37.42,566,51.9702,500.36,2.27624E-11,8.00125E-13,3.65321E-09,1.58521E-10,3.74705E-11,1.54542E-12,3.53726,LogParabola,2.15275,0.0398971,0.0730108,0.0196059,-INF,-INF,-INF,-INF,2.24909,4.4492E-08,1.06936E-11,16.8918,1.23802E-08,8.33603E-12,29.2364,3.04206E-09,7.07581E-12,30.9901,6.72325E-10,4.35626E-12,19.7322,8.6176E-11,1.16797E-12,8.0266,556.442,19.3416,1.96121E-07,1.83512E-08,2.40645E+08,2.63E+06,,0FGL J1310.6+3220,1FGL J1310.6+3222,2FGL J1310.6+3222,1FHL J1310.6+3222,,,,N,,fsrq,OP 313,,0,fsrq,AGN,fsrq
3FGL J1310.7+5515,197.678,55.2617,117.146,61.6495,0.0722188,0.0695668,43.74,0.1171,0.1128,43.74,721,6.11298,697.144,9.08575E-13,1.55189E-13,2.38948E-10,5.26165E-11,3.63756E-12,6.31896E-13,0.302165,PowerLaw,2.52721,0.13754,-INF,-INF,-INF,-INF,-INF,-INF,2.52721,8.40429E-09,1.91924E-12,3.54726,1.20034E-09,7.75573E-13,3.805,1.31386E-10,3.00038E-13,2.48222,2.60388E-11,1.68244E-13,1.74071,1.23723E-11,1.80638E-13,2.52365,84.5563,8.10007,6.7227E-08,1.19755E-08,3.09025E+08,2.63E+06,,,,,,,,,N,,fsrq,TXS 1308+554,,0,fsrq,AGN,fsrq
3FGL J1311.0+0036,197.771,0.6138,313.829,63.0691,0.0467479,0.036942,-68.72,0.0758,0.0599,-68.72,567,4.71322,12643.1,1.93439E-15,6.8373E-16,1.64365E-10,7.78414E-11,2.66946E-12,9.53426E-13,2.68355,PowerLaw,1.54519,0.284012,-INF,-INF,-INF,-INF,-INF,-INF,1.54519,6.15111E-12,1.54656E-15,0,2.14375E-10,1.5539E-13,0.362762,1.28395E-10,3.22822E-13,1.49678,3.15145E-12,2.28433E-14,0,6.86609E-11,1.48139E-12,6.10107,30.9651,-INF,-INF,-INF,-INF,-INF,,,,2FGL J1310.9+0036,1FHL J1310.9+0036,,,,N,,bll,RX J1311.1+0035,,0,bll,AGN,bll
3FGL J1311.8-3430,197.959,-34.5021,307.699,28.1807,0.0135063,0.0134447,-20.09,0.0219,0.0218,-20.09,722,62.3248,658.035,2.41142E-11,6.69464E-13,7.54915E-09,2.47161E-10,6.46933E-11,1.88984E-12,9.05289,PLExpCutoff,1.90862,0.0464209,-INF,-INF,5077.62,752.677,1,-INF,2.2263,6.97549E-08,1.6857E-11,15.1298,2.38758E-08,1.63604E-11,35.3774,6.4558E-09,1.51388E-11,41.668,1.17692E-09,7.23688E-12,24.8571,7.33127E-11,6.79261E-13,5.55053,52.3579,-INF,-INF,-INF,-INF,-INF,,0FGL J1311.9-3419,1FGL J1311.7-3429,2FGL J1311.7-3429,,,3EG J1314-3431,,N,,PSR,LAT PSR J1311-3430,,0,psr,non-AGN,non-Blazar
3FGL J1311.8-6230,197.968,-62.5072,305.288,0.270976,0.0461929,0.0378671,20.8,0.0749,0.0614,20.8,13,9.27964,1141.62,2.76591E-12,3.03339E-13,2.62428E-09,3.05263E-10,3.68477E-11,4.29626E-12,0.778272,PowerLaw,2.45843,0.0710412,-INF,-INF,-INF,-INF,-INF,-INF,2.45843,6.89344E-08,1.58448E-11,4.15063,1.70957E-08,1.11316E-11,6.37897,2.1194E-09,4.87152E-12,5.10785,4.77186E-10,3.10711E-12,5.12236,6.85583E-11,1.02498E-12,3.22321,46.188,-INF,-INF,-INF,-INF,-INF,,,,,,,,,N,,,,,0,,,
3FGL J1312.3+8513,198.091,85.225,122.42,31.8825,0.0616111,0.0518668,-2.23,0.0999,0.0841,-2.23,483,5.86799,730.502,9.0904E-13,1.63948E-13,2.58658E-10,6.10875E-11,4.15075E-12,7.87878E-13,1.34939,PowerLaw,2.5684,0.160968,-INF,-INF,-INF,-INF,-INF,-INF,2.5684,8.18011E-09,1.86083E-12,3.06432,1.11488E-09,7.17062E-13,2.68883,2.04807E-10,4.65898E-13,2.83556,3.52934E-11,2.26998E-13,1.97268,2.04255E-11,2.9411E-13,3.49104,28.95,-INF,-INF,-INF,-INF,-INF,,,,,,,,,N,,,,,1,,,
3FGL J1312.5-2155,198.126,-21.9322,309.378,40.6757,0.0236823,0.0215855,-68.72,0.0384,0.035,-68.72,312,20.8226,1473.65,8.72123E-13,6.18617E-14,1.80155E-09,1.36224E-10,2.00166E-11,1.49931E-12,2.97113,PowerLaw,2.07477,0.0514723,-INF,-INF,-INF,-INF,-INF,-INF,2.07477,1.15003E-08,2.74323E-12,2.51311,4.21592E-09,2.86914E-12,7.5964,1.54805E-09,3.69266E-12,13.592,4.45918E-10,3.03469E-12,13.1225,7.08202E-11,1.22308E-12,5.89227,62.76,-INF,-INF,-INF,-INF,-INF,,,1FGL J1312.4-2156,2FGL J1312.4-2157,1FHL J1312.2-2158,,,,N,,bll,PKS 1309-216,,0,bll,AGN,bll
3FGL J1312.7+4828,198.188,48.474,113.366,68.2565,0.0114095,0.0109777,55.08,0.0185,0.0178,55.08,721,66.0435,488.547,2.5887E-11,7.47082E-13,4.8591E-09,1.72551E-10,4.76468E-11,1.83607E-12,2.84753,LogParabola,2.04112,0.032311,0.0529948,0.0140599,-INF,-INF,-INF,-INF,2.13116,4.07863E-08,9.86769E-12,20.6096,1.46461E-08,9.99258E-12,38.2509,3.43387E-09,8.1109E-12,36.8713,1.02319E-09,6.78562E-12,28.0179,2.21384E-10,3.2815E-12,15.629,3683.86,58.9862,7.00145E-07,2.52042E-08,2.80095E+08,2.63E+06,,,1FGL J1312.4+4827,2FGL J1312.8+4828,1FHL J1312.8+4827,,,,N,,agn,GB 1310+487,,0,agn,AGN,non-Blazar
3FGL J1312.7+0051,198.195,0.861,314.85,63.2377,0.0282461,0.0271977,34.67,0.0458,0.0441,34.67,567,20.6608,837.744,4.26514E-12,2.81623E-13,2.41011E-09,1.66555E-10,1.64968E-11,1.09927E-12,7.17686,PLExpCutoff,1.52349,0.130784,-INF,-INF,2803.49,605.601,1,-INF,2.16647,1.51141E-08,3.78491E-12,2.26939,5.32682E-09,3.78157E-12,7.59733,2.17117E-09,5.14537E-12,16.2509,3.26533E-10,1.91352E-12,10.2829,1.48101E-11,1.3722E-13,2.27664,46.3477,-INF,-INF,-INF,-INF,-INF,,,1FGL J1312.6+0048,2FGL J1312.7+0051,,,,,N,,PSR,PSR J1312+0051,,0,psr,non-AGN,non-Blazar
3FGL J1312.7-2349,198.197,-23.823,309.201,38.7887,0.030898,0.0255325,-88.67,0.0501,0.0414,-88.67,482,9.75847,4572.01,3.15126E-14,5.18998E-15,5.92678E-10,1.01487E-10,7.31905E-12,1.25524E-12,0.388987,PowerLaw,1.80135,0.120377,-INF,-INF,-INF,-INF,-INF,-INF,1.80135,8.74752E-09,2.14381E-12,2.48297,9.87973E-10,6.94492E-13,2.0537,3.13545E-10,7.68425E-13,3.50482,1.0284E-10,7.22908E-13,3.67946,1.18489E-10,2.29055E-12,8.44905,55.591,-INF,-INF,-INF,-INF,-INF,,,,2FGL J1312.9-2351,,,,,N,,bcu,NVSS J131248-235046,,0,bcu,AGN,bcu
