Source_Name,RAJ2000,DEJ2000,GLON,GLAT,Conf_68_SemiMajor,Conf_68_SemiMinor,Conf_68_PosAng,Conf_95_SemiMajor,Conf_95_SemiMinor,Conf_95_PosAng,ROI_num,Signif_Avg,Pivot_Energy,Flux_Density,Unc_Flux_Density,Flux1000,Unc_Flux1000,Energy_Flux100,Unc_Energy_Flux100,Signif_Curve,SpectrumType,Spectral_Index,Unc_Spectral_Index,beta,Unc_beta,Cutoff,Unc_Cutoff,Exp_Index,Unc_Exp_Index,PowerLaw_Index,Flux100_300,nuFnu100_300,Sqrt_TS100_300,Flux300_1000,nuFnu300_1000,Sqrt_TS300_1000,Flux1000_3000,nuFnu1000_3000,Sqrt_TS1000_3000,Flux3000_10000,nuFnu3000_10000,Sqrt_TS3000_10000,Flux10000_100000,nuFnu10000_100000,Sqrt_TS10000_100000,Variability_Index,Signif_Peak,Flux_Peak,Unc_Flux_Peak,Time_Peak,Peak_Interval,Extended_Source_Name,0FGL_Name,1FGL_Name,2FGL_Name,1FHL_Name,ASSOC_GAM1,ASSOC_GAM2,ASSOC_GAM3,TEVCAT_FLAG,ASSOC_TEV,CLASS1,ASSOC1,ASSOC2,Flags,CLASS,AGN,Blazar
3FGL J0000.1+6545,0.0377,65.7517,117.694,3.40296,0.0628445,0.0481047,41.03,0.1019,0.078,41.03,185,6.81313,1159.08,1.00534E-12,1.49106E-13,1.01596E-09,1.57592E-10,1.35695E-11,2.07317E-12,3.39662,PowerLaw,2.41096,0.0823208,-INF,-INF,-INF,-INF,-INF,-INF,2.41096,1.80832E-08,4.17529E-12,2.16875,6.94073E-09,4.54365E-12,5.26971,1.23665E-09,2.85534E-12,6.02224,5.78052E-11,3.78413E-13,1.50919,2.83963E-11,4.3172E-13,2.42117,40.7535,-INF,-INF,-INF,-INF,-INF,,,,2FGL J2359.6+6543c,,,,,N,,,,,4,,,
3FGL J0000.2-3738,0.0612,-37.6484,345.411,-74.9468,0.0450828,0.0416908,-88.55,0.0731,0.0676,-88.55,589,5.09129,3296.33,1.94198E-14,5.14746E-15,2.03866E-10,5.42253E-11,2.4051E-12,6.70439E-13,1.49646,PowerLaw,1.86673,0.179395,-INF,-INF,-INF,-INF,-INF,-INF,1.86673,9.87665E-11,2.40485E-14,0,1.34249E-10,9.36374E-14,0.554082,1.4509E-10,3.53278E-13,2.94116,7.45239E-11,5.19798E-13,4.1535,1.59073E-11,2.99165E-13,3.46909,44.8453,-INF,-INF,-INF,-INF,-INF,,,,,,,,,N,,,,,0,,,
3FGL J0001.0+6314,0.2535,63.244,117.293,0.925701,0.15264,0.098553,-65.32,0.2475,0.1598,-65.32,233,6.16392,472.156,8.62467E-12,1.23011E-12,6.40368E-10,1.29086E-10,1.30285E-11,1.88592E-12,0.256419,PowerLaw,2.73279,0.107547,-INF,-INF,-INF,-INF,-INF,-INF,2.73279,2.91303E-08,6.52641E-12,3.97359,4.65079E-09,2.93786E-12,4.25003,3.02088E-10,6.76803E-13,1.74754,1.15866E-10,7.31914E-13,3.27476,2.02196E-12,2.76184E-14,0.361819,53.0479,-INF,-INF,-INF,-INF,-INF,,,,2FGL J2358.9+6325,,,,,N,,spp,,,28,spp,non-AGN,non-Blazar
3FGL J0001.2-0748,0.3209,-7.8159,89.0222,-67.3242,0.050325,0.0429242,-19.47,0.0816,0.0696,-19.47,323,11.2532,1263.84,4.85389E-13,5.70038E-14,6.95219E-10,8.96015E-11,7.81771E-12,9.45573E-13,1.90024,PowerLaw,2.14935,0.0867803,-INF,-INF,-INF,-INF,-INF,-INF,2.14935,4.08694E-09,9.6779E-13,1.6303,2.08357E-09,1.40566E-12,5.26586,5.2233E-10,1.23688E-12,6.99718,2.10689E-10,1.42139E-12,8.01772,1.00563E-11,1.68628E-13,1.57441,49.7382,-INF,-INF,-INF,-INF,-INF,,,1FGL J0000.9-0745,2FGL J0000.9-0748,,,,,N,,bll,PMN J0001-0746,,0,bll,AGN,bll
3FGL J0001.4+2120,0.3612,21.3379,107.665,-40.0472,0.129821,0.116191,-32.55,0.2105,0.1884,-32.55,326,11.35,310.682,2.5221E-11,2.79714E-12,2.94487E-10,7.57546E-11,8.06508E-12,8.37897E-13,4.41358,LogParabola,2.30511,0.180119,0.519145,0.155084,-INF,-INF,-INF,-INF,2.77745,1.52391E-08,3.77326E-12,6.78771,3.63964E-09,2.25995E-12,7.59118,3.56521E-10,7.15262E-13,4.51685,8.41389E-15,4.39248E-17,0,1.03554E-14,9.59452E-17,0,130.336,8.24834,1.15934E-07,1.85747E-08,3.01135E+08,2.63E+06,,,,,,,3EG J2359+2041,,N,,fsrq,TXS 2358+209,,0,fsrq,AGN,fsrq
3FGL J0001.6+3535,0.4043,35.5905,111.661,-26.1885,0.131178,0.103117,8.3,0.2127,0.1672,8.3,282,4.19956,1104.26,2.87282E-13,6.61687E-14,2.6812E-10,6.93039E-11,3.38575E-12,7.92219E-13,0.146794,PowerLaw,2.35052,0.185889,-INF,-INF,-INF,-INF,-INF,-INF,2.35052,9.51111E-09,2.20879E-12,3.60211,3.83922E-10,2.53063E-13,0.895384,1.74846E-10,4.0605E-13,2.46144,4.02146E-11,2.65076E-13,2.03759,2.2558E-11,3.50524E-13,2.29224,32.3943,-INF,-INF,-INF,-INF,-INF,,,,,,,,,N,,,,,8,,,
3FGL J0002.0-6722,0.524,-67.3703,310.139,-49.0618,0.0626595,0.0529769,69.46,0.1016,0.0859,69.46,575,5.88876,2466.72,4.82968E-14,1.05025E-14,2.92117E-10,6.36624E-11,3.31503E-12,7.6072E-13,1.3687,PowerLaw,1.94606,0.158511,-INF,-INF,-INF,-INF,-INF,-INF,1.94606,5.39966E-10,1.30446E-13,0.193791,6.48755E-10,4.48261E-13,2.0394,2.03325E-10,4.91196E-13,3.44514,8.25954E-11,5.70697E-13,4.7738,2.76824E-11,5.03735E-13,3.0557,46.125,-INF,-INF,-INF,-INF,-INF,,,,,,,,,N,,,,,0,,,
3FGL J0002.2-4152,0.5621,-41.8828,334.07,-72.1427,0.133706,0.0860335,68.13,0.2168,0.1395,68.13,589,5.15841,1956.04,7.32396E-14,1.61888E-14,2.71403E-10,6.10046E-11,3.01827E-12,6.71225E-13,0.200273,PowerLaw,2.08892,0.18958,-INF,-INF,-INF,-INF,-INF,-INF,2.08892,5.31076E-09,1.26505E-12,2.47492,5.65955E-10,3.84521E-13,2.06046,8.52914E-11,2.03168E-13,1.5133,9.76305E-11,6.63321E-13,4.73487,2.59036E-11,4.44844E-13,2.58406,56.3511,-INF,-INF,-INF,-INF,-INF,,,1FGL J0001.9-4158,2FGL J0001.7-4159,,,,,N,,bcu,1RXS J000135.5-415519,,0,bcu,AGN,bcu
3FGL J0002.6+6218,0.6745,62.3006,117.302,-0.0371162,0.0374353,0.0332416,-55.45,0.0607,0.0539,-55.45,233,17.9719,1011.57,4.30331E-12,3.30359E-13,2.84488E-09,2.10839E-10,1.83838E-11,1.71746E-12,7.24275,LogParabola,2.08626,0.11109,0.450062,0.0923919,-INF,-INF,-INF,-INF,2.34749,1.05463E-08,2.93906E-12,2.59389,7.95137E-09,5.77129E-12,9.40642,2.4424E-09,5.55503E-12,13.3352,3.58366E-10,2.07536E-12,7.39369,4.08871E-15,3.78829E-17,0,48.0235,-INF,-INF,-INF,-INF,-INF,,,,2FGL J0002.7+6220,,,,,N,,,,,0,,,
3FGL J0003.2-5246,0.8152,-52.7771,318.976,-62.8247,0.0429859,0.0377437,-44.41,0.0697,0.0612,-44.41,748,5.66956,3676.23,1.99877E-14,4.95836E-15,2.59037E-10,6.53159E-11,3.00716E-12,7.58529E-13,0.908963,PowerLaw,1.89521,0.174029,-INF,-INF,-INF,-INF,-INF,-INF,1.89521,6.58034E-09,1.59771E-12,1.75027,8.26681E-13,5.74655E-16,0,1.83929E-10,4.46582E-13,3.07863,7.93666E-11,5.51705E-13,3.73797,2.97741E-11,5.53335E-13,4.51014,45.2804,-INF,-INF,-INF,-INF,-INF,,,,,,,,,N,,bcu,RBS 0006,,0,bcu,AGN,bcu
3FGL J0003.4+3100,0.8576,31.0085,110.964,-30.7451,0.111689,0.10028,12.78,0.1811,0.1626,12.78,421,6.29548,572.56,2.02711E-12,3.20165E-13,3.13931E-10,6.98302E-11,4.94298E-12,7.82939E-13,1.30995,PowerLaw,2.55384,0.1309,-INF,-INF,-INF,-INF,-INF,-INF,2.55384,8.62816E-09,1.96543E-12,3.43038,1.45144E-09,9.35042E-13,3.56024,3.57928E-10,8.15336E-13,4.8789,1.99625E-11,1.28601E-13,1.05459,1.34328E-12,1.94365E-14,0.0996998,38.536,-INF,-INF,-INF,-INF,-INF,,,,,,,,,N,,,,,0,,,
3FGL J0003.5+5721,0.8903,57.3597,116.486,-4.9116,0.054642,0.0445894,1.03,0.0886,0.0723,1.03,114,5.38063,2119.94,1.08643E-13,2.22222E-14,4.71647E-10,9.65475E-11,5.36318E-12,1.11666E-12,1.82055,PowerLaw,2.18306,0.1258,-INF,-INF,-INF,-INF,-INF,-INF,2.18306,1.82474E-12,4.3068E-16,0,2.31644E-09,1.55663E-12,3.51048,4.86363E-10,1.14793E-12,4.00913,9.22352E-11,6.19816E-13,3.34511,2.40953E-11,3.98773E-13,3.01371,31.1214,-INF,-INF,-INF,-INF,-INF,,,,,,,,,N,,,,,0,,,
3FGL J0003.8-1151,0.9588,-11.8627,84.4319,-71.0842,0.0801129,0.0617961,-16.73,0.1299,0.1002,-16.73,647,4.18144,2315.88,4.41518E-14,1.19224E-14,2.33899E-10,6.32703E-11,2.6042E-12,7.10251E-13,1.7895,PowerLaw,2.02352,0.175589,-INF,-INF,-INF,-INF,-INF,-INF,2.02352,5.9773E-11,1.433E-14,0,5.26583E-10,3.60531E-13,1.53667,2.31295E-10,5.5451E-13,3.79252,4.6611E-11,3.19128E-13,2.46512,1.77229E-11,3.12454E-13,2.5407,48.4916,-INF,-INF,-INF,-INF,-INF,,,,,,,,,N,,bcu,PMN J0004-1148,,0,bcu,AGN,bcu
3FGL J0004.2+6757,1.0551,67.9593,118.509,5.494,0.0625978,0.0552588,-70.28,0.1015,0.0896,-70.28,185,6.00581,1328.36,6.01393E-13,1.00891E-13,8.15867E-10,1.39866E-10,1.19707E-11,2.20208E-12,3.91204,PowerLaw,2.49684,0.0938616,-INF,-INF,-INF,-INF,-INF,-INF,2.49684,5.90662E-09,1.35273E-12,0.49799,5.63709E-09,3.65469E-12,4.41385,5.91517E-10,1.35469E-12,3.44707,1.15244E-10,7.47162E-13,3.22733,9.11887E-12,1.34527E-13,1.43081,34.8146,-INF,-INF,-INF,-INF,-INF,,,,,,,,,N,,,,,25,,,
3FGL J0004.2+0843,1.0574,8.7274,103.599,-52.3633,0.0551971,0.0530385,-66.72,0.0895,0.086,-66.72,576,4.71623,2762.56,3.53695E-14,9.42088E-15,2.68393E-10,7.1661E-11,2.98186E-12,7.95098E-13,0.790334,PowerLaw,2.05044,0.190928,-INF,-INF,-INF,-INF,-INF,-INF,2.05044,2.34848E-09,5.61537E-13,0.808912,3.27658E-10,2.23625E-13,0.721392,1.15821E-10,2.76936E-13,1.53847,1.15956E-10,7.91392E-13,5.28868,8.0188E-12,1.39844E-13,2.03619,45.3317,-INF,-INF,-INF,-INF,-INF,,,,,,,,,N,,,,,0,,,
3FGL J0004.7-4740,1.1807,-47.6711,323.816,-67.5186,0.0553204,0.0481664,-40.92,0.0897,0.0781,-40.92,435,14.5196,722.6,2.12589E-12,1.86558E-13,6.92882E-10,8.13047E-11,9.18635E-12,8.06766E-13,1.83599,PowerLaw,2.40352,0.0756764,-INF,-INF,-INF,-INF,-INF,-INF,2.40352,1.10753E-08,2.55902E-12,3.95283,3.38197E-09,2.21583E-12,9.39818,6.00691E-10,1.38794E-12,9.05667,1.3374E-10,8.76245E-13,6.18656,4.87177E-16,7.42647E-18,0,112.933,7.8223,6.74827E-08,1.19234E-08,2.95875E+08,2.63E+06,,,1FGL J0004.7-4737,2FGL J0004.7-4736,,,,,N,,fsrq,PKS 0002-478,,0,fsrq,AGN,fsrq
3FGL J0006.2+0135,1.5718,1.5853,100.401,-59.2969,0.0602543,0.0461312,57.78,0.0977,0.0748,57.78,799,5.52141,1807.75,9.76419E-14,2.17945E-14,2.99109E-10,6.77384E-11,3.40631E-12,7.66034E-13,0.16887,PowerLaw,2.1869,0.167244,-INF,-INF,-INF,-INF,-INF,-INF,2.1869,3.3105E-09,7.81062E-13,1.30035,7.98268E-10,5.36193E-13,1.97323,2.23097E-10,5.26363E-13,3.31233,4.80678E-11,3.22869E-13,2.93934,2.08381E-11,3.44354E-13,3.29684,45.5663,-INF,-INF,-INF,-INF,-INF,,,,,,,,,N,,,,,0,,,
3FGL J0006.4+3825,1.6123,38.4183,113.332,-23.6133,0.13901,0.0874519,32.36,0.2254,0.1418,32.36,254,10.5464,496.527,6.12067E-12,6.0769E-13,6.05687E-10,8.90177E-11,1.0384E-11,1.03313E-12,2.27804,PowerLaw,2.61713,0.082426,-INF,-INF,-INF,-INF,-INF,-INF,2.61713,2.22371E-08,5.03558E-12,5.61901,3.50821E-09,2.24426E-12,6.90974,5.84162E-10,1.32283E-12,6.12229,3.57853E-11,2.28925E-13,1.55598,7.85773E-12,1.11341E-13,0.880405,80.4625,4.02478,7.86298E-08,2.10347E-08,2.77465E+08,2.63E+06,,,1FGL J0005.7+3815,2FGL J0006.1+3821,,,,,N,,fsrq,S4 0003+38,,0,fsrq,AGN,fsrq
3FGL J0006.6+4618,1.6512,46.3054,114.908,-15.8666,0.0875136,0.0708003,-79,0.1419,0.1148,-79,303,4.60552,1249.31,2.56397E-13,5.69061E-14,3.095E-10,7.40653E-11,4.16012E-12,1.01509E-12,0.929805,PowerLaw,2.41726,0.188381,-INF,-INF,-INF,-INF,-INF,-INF,2.41726,1.8E-08,4.15358E-12,3.63856,1.30747E-09,8.55305E-13,2.49591,1.87424E-10,4.3249E-13,2.21501,3.0806E-11,2.01523E-13,1.77555,3.4115E-11,5.175E-13,3.40101,48.8199,-INF,-INF,-INF,-INF,-INF,,,,,,,,,N,,,,,0,,,
3FGL J0007.0+7302,1.7656,73.0499,119.662,10.4606,0.00431709,0.00431709,-67.23,0.007,0.007,-67.23,269,288.746,913.709,7.55546E-11,6.69239E-13,6.48508E-08,5.72703E-10,4.25538E-10,3.85456E-12,22.6506,PLSuperExpCutoff,1.20806,0.0476246,-INF,-INF,1732.88,422.564,0.637057,0.0442999,1.87877,1.66993E-07,4.27938E-11,52.1721,1.11743E-07,8.13016E-11,145.293,4.81151E-08,1.17409E-10,184.796,1.53E-08,9.8827E-11,142.898,1.4475E-09,1.34115E-11,46.4258,46.1686,-INF,-INF,-INF,-INF,-INF,,0FGL J0007.4+7303,1FGL J0007.0+7303,2FGL J0007.0+7303,1FHL J0007.3+7303,1AGL J0006+7311,,EGR J0008+7308,E,CTA 1,PSR,LAT PSR J0007+7303,,0,psr,non-AGN,non-Blazar
3FGL J0007.4+1742,1.8693,17.711,108.332,-43.9109,0.13198,0.104412,-19.3,0.214,0.1693,-19.3,665,4.56104,1239.58,2.19088E-13,5.00532E-14,2.73808E-10,6.74118E-11,3.35197E-12,7.75893E-13,0.79737,PowerLaw,2.31195,0.171426,-INF,-INF,-INF,-INF,-INF,-INF,2.31195,3.95672E-09,9.2229E-13,1.34313,9.59633E-10,6.35341E-13,2.38136,2.20707E-10,5.14456E-13,3.15881,4.34691E-11,2.87795E-13,2.40519,1.61987E-11,2.55305E-13,1.99054,46.5711,-INF,-INF,-INF,-INF,-INF,,,,,,,,,N,,,,,0,,,
3FGL J0007.9+4006,1.9829,40.1068,113.977,-22.0072,0.0920774,0.0736372,-79.86,0.1493,0.1194,-79.86,254,4.51858,1504.62,1.51435E-13,3.45947E-14,3.00033E-10,7.07292E-11,3.58017E-12,8.35076E-13,0.979367,PowerLaw,2.2756,0.16129,-INF,-INF,-INF,-INF,-INF,-INF,2.2756,2.18109E-09,5.10186E-13,0.672454,1.34702E-09,8.95548E-13,3.02826,1.61605E-10,3.78016E-13,2.19619,5.97911E-11,3.97514E-13,2.64612,1.54387E-11,2.46647E-13,2.41238,44.3896,-INF,-INF,-INF,-INF,-INF,,,,,,,,,N,,,,,0,,,
3FGL J0008.0+4713,2.0166,47.2281,115.333,-15.0026,0.0202903,0.0182551,-13.1,0.0329,0.0296,-13.1,303,24.7448,1875.71,5.68203E-13,3.6372E-14,1.96637E-09,1.2948E-10,2.19003E-11,1.48272E-12,2.51398,PowerLaw,2.021,0.0502417,-INF,-INF,-INF,-INF,-INF,-INF,2.021,5.73839E-09,1.37607E-12,1.31965,4.43037E-09,3.03421E-12,8.75204,1.40268E-09,3.36363E-12,14.3294,5.74605E-10,3.93527E-12,16.6635,1.29056E-10,2.27758E-12,8.899,36.7135,-INF,-INF,-INF,-INF,-INF,,,,2FGL J0007.8+4713,1FHL J0007.7+4709,,,,N,,bll,MG4 J000800+4712,,0,bll,AGN,bll
3FGL J0008.3+1456,2.0881,14.9336,107.679,-46.6581,0.0881303,0.0765359,60.33,0.1429,0.1241,60.33,665,6.46118,1148.47,3.82628E-13,6.52465E-14,4.11565E-10,7.77828E-11,4.89187E-12,8.34148E-13,1.56799,PowerLaw,2.26955,0.128346,-INF,-INF,-INF,-INF,-INF,-INF,2.26955,3.77454E-09,8.83433E-13,1.36201,1.27526E-09,8.48435E-13,3.04457,3.75477E-10,8.78806E-13,5.22374,7.51221E-11,4.99789E-13,3.16211,1.45142E-11,2.32406E-13,1.46814,34.4397,-INF,-INF,-INF,-INF,-INF,,,1FGL J0008.3+1452,,,,,,N,,,,,0,,,
3FGL J0008.5+6853,2.1409,68.887,119.067,6.33763,0.304108,0.279809,-78.54,0.4931,0.4537,-78.54,185,8.44857,820.263,4.26426E-12,5.03489E-13,1.04543E-09,1.80654E-10,8.7879E-12,1.26364E-12,6.49092,LogParabola,2.4229,0.229519,0.935942,0.121096,-INF,-INF,-INF,-INF,2.45513,5.7331E-09,1.67206E-12,1.72523,4.17919E-09,2.98536E-12,4.93505,9.30125E-10,1.90248E-12,5.13311,2.84492E-11,1.4852E-13,0.787386,1.06576E-15,9.87458E-18,0,35.0343,-INF,-INF,-INF,-INF,-INF,,,1FGL J0005.1+6829,2FGL J0007.7+6825c,,,,,N,,,,,261,,,
3FGL J0008.6-2340,2.1743,-23.6721,50.2801,-79.7526,0.0457612,0.0404573,-61.16,0.0742,0.0656,-61.16,751,6.65641,7424.89,5.92139E-15,1.50296E-15,2.28455E-10,6.36656E-11,3.4683E-12,9.47581E-13,0.848802,PowerLaw,1.59893,0.177909,-INF,-INF,-INF,-INF,-INF,-INF,1.59893,4.00096E-14,1.00056E-17,0,4.27062E-14,3.07566E-17,0,1.98686E-10,4.96875E-13,3.46368,2.97444E-11,2.14216E-13,2.15287,7.21615E-11,1.5212E-12,6.79646,47.349,-INF,-INF,-INF,-INF,-INF,,,,2FGL J0008.7-2344,1FHL J0008.7-2340,,,,N,,bll,RBS 0016,,0,bll,AGN,bll
3FGL J0008.7+6558,2.1913,65.9677,118.601,3.45551,0.0732672,0.0600076,27.72,0.1188,0.0973,27.72,185,8.73826,553.434,1.45261E-11,1.61557E-12,7.1915E-10,1.48612E-10,1.32127E-11,1.58228E-12,6.35677,LogParabola,2.50784,0.20211,0.99938,-INF,-INF,-INF,-INF,-INF,2.45821,1.68091E-08,4.82158E-12,4.01375,7.35228E-09,4.77189E-12,5.81932,5.18611E-10,9.94875E-13,2.44666,1.20219E-10,6.27603E-13,2.9061,1.26104E-11,1.16839E-13,1.73316,42.767,-INF,-INF,-INF,-INF,-INF,,,,2FGL J0010.5+6556c,,,,,N,,,,,2056,,,
3FGL J0009.1+0630,2.2952,6.5052,104.489,-54.8463,0.0417524,0.0333033,-46.28,0.0677,0.054,-46.28,576,8.97123,1548.97,2.50528E-13,3.7097E-14,5.49015E-10,8.46316E-11,6.23425E-12,9.2321E-13,0.369036,PowerLaw,2.17936,0.110213,-INF,-INF,-INF,-INF,-INF,-INF,2.17936,4.96953E-09,1.17335E-12,1.69039,1.59822E-09,1.07446E-12,3.56552,4.0041E-10,9.45401E-13,4.94761,1.18972E-10,7.99828E-13,5.57764,3.78682E-11,6.27609E-13,4.44004,61.3575,-INF,-INF,-INF,-INF,-INF,,,1FGL J0008.9+0635,2FGL J0009.0+0632,,,,,N,,bll,CRATES J000903.95+062821.5,,0,bll,AGN,bll
3FGL J0009.3+5030,2.3337,50.5104,116.116,-11.8033,0.0123962,0.0118412,18.24,0.0201,0.0192,18.24,114,36.4933,1656.96,1.09989E-12,4.96883E-14,3.09364E-09,1.48727E-10,3.53504E-11,1.92032E-12,2.13749,PowerLaw,1.92864,0.032476,-INF,-INF,-INF,-INF,-INF,-INF,1.92864,1.92037E-08,4.64726E-12,7.59235,5.87553E-09,4.06812E-12,12.7757,2.11225E-09,5.11162E-12,19.7735,8.9841E-10,6.22044E-12,22.7657,2.51077E-10,4.60184E-12,14.901,99.4369,7.75541,5.49963E-08,1.03621E-08,3.32695E+08,2.63E+06,,,1FGL J0009.1+5031,2FGL J0009.1+5030,1FHL J0009.2+5032,,,,N,,bll,NVSS J000922+503028,,0,bll,AGN,bll
3FGL J0009.6-3211,2.4016,-32.1987,1.25167,-79.6018,0.0897338,0.0841216,19.49,0.1455,0.1364,19.49,528,5.53623,1069.81,3.10598E-13,6.19172E-14,2.76568E-10,6.15887E-11,3.38011E-12,6.74503E-13,1.02745,PowerLaw,2.30973,0.145129,-INF,-INF,-INF,-INF,-INF,-INF,2.30973,4.08113E-09,9.51494E-13,1.90832,1.0307E-09,6.82564E-13,3.14888,2.38963E-10,5.57129E-13,3.83283,4.16318E-11,2.75701E-13,2.71923,9.23107E-12,1.45609E-13,1.83911,42.5336,-INF,-INF,-INF,-INF,-INF,,,,2FGL J0009.9-3206,,,,,N,,bcu,IC 1531,,1,bcu,AGN,bcu
3FGL J0010.5-1425,2.6289,-14.4195,84.006,-74.1117,0.132905,0.0923241,88.53,0.2155,0.1497,88.53,647,4.29653,1005.86,3.22429E-13,7.36567E-14,2.49257E-10,6.33322E-11,3.0432E-12,6.95173E-13,2.851,PowerLaw,2.30835,0.149078,-INF,-INF,-INF,-INF,-INF,-INF,2.30835,7.5416E-13,1.75852E-16,0,1.46691E-09,9.71596E-13,3.91366,2.75152E-10,6.41588E-13,4.38063,3.63059E-11,2.40469E-13,2.03199,1.05545E-15,1.66569E-17,0,56.522,-INF,-INF,-INF,-INF,-INF,,,,,,,,,N,,,,,0,,,
3FGL J0012.4+7040,3.11,70.6721,119.687,8.04648,0.0732055,0.0568623,-57.63,0.1187,0.0922,-57.63,185,4.54973,1066.84,5.50688E-13,1.14221E-13,4.35554E-10,9.79158E-11,6.29344E-12,1.39809E-12,0.208863,PowerLaw,2.48375,0.143859,-INF,-INF,-INF,-INF,-INF,-INF,2.48375,1.12231E-08,2.57349E-12,2.14983,2.84675E-09,1.84834E-12,3.55588,1.98644E-10,4.55495E-13,1.4118,5.46357E-11,3.54739E-13,1.91806,2.11506E-11,3.13439E-13,2.80103,51.5759,-INF,-INF,-INF,-INF,-INF,,,,,,,,,N,,bcu,TXS 0008+704,,8,bcu,AGN,bcu
3FGL J0013.2-3954,3.3038,-39.9083,332.324,-74.9622,0.0357085,0.0314531,31.3,0.0579,0.051,31.3,589,12.0248,1139.51,5.52735E-13,6.21588E-14,6.06758E-10,7.76545E-11,6.98461E-12,7.9625E-13,0.151826,PowerLaw,2.21178,0.0903268,-INF,-INF,-INF,-INF,-INF,-INF,2.21178,6.74508E-09,1.58755E-12,3.18336,1.87703E-09,1.25716E-12,5.6426,4.30532E-10,1.01332E-12,6.76374,1.12291E-10,7.5208E-13,5.78437,5.39661E-11,8.83296E-13,5.82217,55.2281,-INF,-INF,-INF,-INF,-INF,,,1FGL J0013.1-3952,2FGL J0012.9-3954,,,,,N,,bll,PKS 0010-401,,0,bll,AGN,bll
3FGL J0013.9-1853,3.4761,-18.8966,74.6269,-78.0784,0.0381754,0.0362636,55.71,0.0619,0.0588,55.71,751,5.58455,2844.4,2.97539E-14,7.4296E-15,2.37344E-10,5.92761E-11,2.7048E-12,6.95092E-13,1.62645,PowerLaw,1.93515,0.167372,-INF,-INF,-INF,-INF,-INF,-INF,1.93515,4.82953E-14,1.16799E-17,0,1.09144E-10,7.55113E-14,0.335459,2.22689E-10,5.38557E-13,3.77966,9.08208E-11,6.28342E-13,5.47184,8.06561E-12,1.47432E-13,2.52793,36.4588,-INF,-INF,-INF,-INF,-INF,,,,,,,,,P,SHBL J001355.9-185406,bll,RBS 0030,,0,bll,AGN,bll
3FGL J0014.0-5025,3.515,-50.4285,317.451,-65.6331,0.0531619,0.0450828,-38.04,0.0862,0.0731,-38.04,748,5.65042,2914.03,2.92709E-14,6.94053E-15,2.44516E-10,5.80069E-11,2.79975E-12,6.85552E-13,1.4499,PowerLaw,1.92388,0.159528,-INF,-INF,-INF,-INF,-INF,-INF,1.92388,2.80608E-09,6.79388E-13,1.14224,4.20797E-10,2.91517E-13,1.5261,2.37432E-10,5.74852E-13,4.29553,5.37442E-11,3.72326E-13,3.29422,2.04432E-11,3.75429E-13,3.70731,46.3774,-INF,-INF,-INF,-INF,-INF,,,1FGL J0013.7-5022,,,,,,N,,bll,RBS 0032,,0,bll,AGN,bll
3FGL J0014.3-0455,3.5858,-4.9196,99.5901,-66.0958,0.0784477,0.0666682,-59.02,0.1272,0.1081,-59.02,323,6.3247,964.453,7.25317E-13,1.25189E-13,4.40204E-10,8.55187E-11,6.51459E-12,1.19987E-12,1.06315,PowerLaw,2.50405,0.128261,-INF,-INF,-INF,-INF,-INF,-INF,2.50405,1.04929E-08,2.40143E-12,1.85956,2.65116E-09,1.71743E-12,4.6505,2.50769E-10,5.73917E-13,3.09585,8.07814E-11,5.23305E-13,3.56366,1.25742E-11,1.85043E-13,1.91082,54.3825,-INF,-INF,-INF,-INF,-INF,,,,,,,,,N,,,,,16,,,
3FGL J0014.6+6119,3.6592,61.3182,118.53,-1.23858,0.0401489,0.0350918,20.22,0.0651,0.0569,20.22,233,7.39439,5188,2.70496E-14,4.72364E-15,6.70284E-10,1.25115E-10,7.81354E-12,1.3652E-12,2.43236,PowerLaw,1.88749,0.110335,-INF,-INF,-INF,-INF,-INF,-INF,1.88749,1.05448E-11,2.56225E-15,0,4.60602E-10,3.20474E-13,0.578886,3.88924E-10,9.45036E-13,2.55725,2.19945E-10,1.53032E-12,5.38329,8.16693E-11,1.52267E-12,5.66616,50.7854,-INF,-INF,-INF,-INF,-INF,,,,,,,,,N,,bcu,4C +60.01,,0,bcu,AGN,bcu
3FGL J0014.7+5802,3.6827,58.0424,118.075,-4.48273,0.0358319,0.0320698,-71.55,0.0581,0.052,-71.55,114,5.54612,5677.1,1.23828E-14,3.04468E-15,3.70229E-10,1.00853E-10,4.26052E-12,1.06114E-12,0.673391,PowerLaw,1.91282,0.165098,-INF,-INF,-INF,-INF,-INF,-INF,1.91282,1.18239E-12,2.86584E-16,0,2.98876E-11,2.07325E-14,0,3.21575E-10,7.79427E-13,2.64667,9.63721E-11,6.68517E-13,3.57845,2.88515E-11,5.32278E-13,3.46378,39.5101,-INF,-INF,-INF,-INF,-INF,,,,,,,,,N,,bll,1RXS J001442.2+580201,,0,bll,AGN,bll
