id,Fermi_name,Counterpart_name,Bzcat5_name,Optical_Class,RA_J2000,Dec_J2000,Redshift,SED_Class,LogSyncZ,Probability_Bayesian,Reliability_LR_RG,Reliability_LR_XG,Significance,Flux_1to100GeV,Spectral_Index,Spectral_Type,Power_Law_Index,Radio_flux),X_Flux,USNOVmag,SDSSVmag,CLEAN
1396,3FGL J2046.7-1011,PMN J2046-1010,, bcu II,20 46 54.53,-10 10 42.37,0.0,HSP,15.02,0.99,0.8,0.0,4.81,2.2492559e-10,1.6092,PowerLaw,1.61,106.086,5.9e-13,17.6859,0.0,Y
1397,3FGL J2049.0-6801,PKS 2043-682,, bcu II,20 48 23.83,-68 04 51.7,0.0,ISP,14.975,0.92,0.86,0.0,6.49,3.966337e-10,2.059,PowerLaw,2.06,354.8,0.0,17.3161,0.0,Y
1398,3FGL J2049.7+1002,PKS 2047+098,, bcu II,20 49 45.86,+10 03 14.39,0.0,LSP,12.06,1.0,0.89,0.0,11.07,8.2526969e-10,2.4033,PowerLaw,2.4,274.6816,0.0,0.0,0.0,Y
1399,3FGL J2050.2+0409,PKS 2047+039,5BZBJ2050+0407,bll,20 50 06.24,+04 07 48.89,0.0,LSP,13.075,1.0,0.91,0.0,7.65,5.8233673e-10,2.0669,PowerLaw,2.07,565.6187,0.0,19.2309,17.65,Y
1400,3FGL J2051.8-5535,PMN J2052-5533,, bcu II,20 52 13.68,-55 33 10.04,0.0,LSP,12.77,0.98,0.88,0.0,7.06,3.7220865e-10,2.5773,PowerLaw,2.58,388.4,0.0,19.9024,0.0,Y
1401,3FGL J2055.0+0016,RGB J2054+002,5BZGJ2054+0015,bll,20 54 56.82,+00 15 37.99,0.151,ISP,14.421,1.0,0.83,0.9,4.89,2.4313353999999997e-10,1.733,PowerLaw,1.73,57.1255,3.97e-12,16.4148,16.3,Y
1402,3FGL J2055.2-0019,1RXS J205528.2-002123,5BZBJ2055-0021,bll,20 55 28.23,-00 21 17.16,0.44,HSP,17.892,0.99,0.0,0.9,6.94,3.7026693e-10,1.6248,PowerLaw,1.62,41.0377,1.1999999999999999e-11,18.6326,17.54,Y
1404,3FGL J2103.9-3546,NVSS J210353-354620,, bcu II,21 03 53.07,-35 46 20.07,0.0,LSP,13.46,0.99,0.81,0.0,10.44,6.8944073e-10,2.3631,PowerLaw,2.36,74.5751,0.0,20.4441,0.0,Y
1405,3FGL J2103.9-6233,PMN J2103-6232,, bcu II,21 03 38.39,-62 32 25.91,0.0,ISP,14.864,0.96,0.0,0.92,21.15,1.3548695e-09,1.9754,PowerLaw,1.98,83.5,6.849999999999999e-12,16.945999999999998,0.0,Y
1406,3FGL J2104.2-0211,NVSS J210421-021239,, bcu II,21 04 21.84,-02 12 39.25,0.0,HSP,15.55,0.99,0.0,0.0,4.06,1.5536621e-10,1.524,PowerLaw,1.52,14.1323,1.59e-12,18.4105,17.37,Y
1407,3FGL J2106.1+2505,MG3 J210642+2501,, bcu II,21 06 39.75,+25 00 57.48,0.0,LSP,13.32,0.9,0.0,0.0,4.33,3.1518999e-10,2.5277,PowerLaw,2.53,121.2091,0.0,20.4096,0.0,Y
1408,3FGL J2107.7-4822,PMN J2107-4827,, bcu III,21 07 44.48,-48 28 02.83,0.0,-,0.0,0.98,0.0,0.0,4.93,2.4692978e-10,2.7112,PowerLaw,2.71,45.8,0.0,19.3711,0.0,Y
1409,3FGL J2108.6-0250,TXS 2106-030,5BZBJ2108-0250,bll,21 08 44.73,-02 50 34.24,0.149,HSP,15.76,1.0,0.86,0.0,5.05,2.4285415e-10,1.9379,PowerLaw,1.94,127.2213,0.0,15.0313,15.5,Y
1410,3FGL J2108.6-8619,1RXS J210959.5-861853,, bcu III,21 10 11.17,-86 18 47.58,0.0,-,0.0,1.0,0.0,0.0,4.73,1.9748056e-10,1.74,PowerLaw,1.74,25.1,4.4299999999999993e-13,18.8844,0.0,N
1411,3FGL J2109.1-6638,PKS 2104-668,5BZBJ2108-6637,bcu II,21 08 51.82,-66 37 22.74,0.0,LSP,13.967,1.0,0.91,0.88,13.11,7.2646411e-10,2.0057,PowerLaw,2.01,327.0,2.97e-12,17.5361,0.0,Y
1414,3FGL J2112.7+0819,1RXS J211242.5+081831,, bcu II,21 12 42.98,+08 18 36.11,0.0,HSP,15.728,1.0,0.8,0.94,11.27,6.595548e-10,1.8063,PowerLaw,1.81,23.5232,7.860000000000001e-12,0.0,17.32,Y
1415,3FGL J2114.7+3130,B2 2112+31,, bcu II,21 14 50.45,+31 30 21.19,0.0,LSP,12.62,1.0,0.89,0.0,5.13,4.0519252000000003e-10,2.349,PowerLaw,2.35,402.3774,0.0,0.0,0.0,Y
1418,3FGL J2118.0-3241,NVSS J211754-324326,, bcu I,21 17 54.95,-32 43 26.79,0.21528000000000003,HSP,15.525,0.0,0.0,0.82,4.14,3.2279956e-10,2.3106,PowerLaw,2.31,22.892,1.92e-12,17.5066,0.0,Y
1419,3FGL J2118.4+0013,PMN J2118+0013,5BZQJ2118+0013,fsrq,21 18 17.39,+00 13 16.8,0.46299999999999997,ISP,14.117,1.0,0.81,0.0,4.36,2.5923114e-10,1.9386,PowerLaw,1.94,148.5595,0.0,19.9497,17.87,Y
1420,3FGL J2119.2-3313,PMN J2118-3316,, bcu II,21 18 53.08,-33 16 51.2,0.0,LSP,12.69,0.95,0.0,0.0,4.37,4.3726375e-10,2.3516,PowerLaw,2.35,67.6,0.0,0.0,0.0,Y
1423,3FGL J2126.5-3926,PMN J2126-3921,, bcu II,21 26 25.21,-39 21 23.07,0.0,ISP,14.265,0.94,0.0,0.0,4.06,2.6883351e-10,2.2030000000000003,PowerLaw,2.2,77.5896,0.0,19.8133,0.0,Y
1425,3FGL J2127.7+3612,B2 2125+35,5BZBJ2127+3613,bll,21 27 43.02,+36 13 05.73,0.0,HSP,15.599,1.0,0.9,0.85,14.25,1.1027548e-09,1.8991,PowerLaw,1.9,191.8178,1.3999999999999999e-12,17.6681,0.0,Y
1426,3FGL J2130.8-2745,RBS 1751,5BZBJ2131-2746,bll,21 31 03.29,-27 46 58.14,0.0,HSP,16.3,1.0,0.0,0.89,8.79,4.2596704000000003e-10,1.6986,PowerLaw,1.7,37.4648,5.379999999999999e-12,18.0072,0.0,Y
1427,3FGL J2131.5-0915,RBS 1752,5BZBJ2131-0915,bll,21 31 35.42,-09 15 23.69,0.449,HSP,16.831,1.0,0.86,0.96,13.68,8.629405e-10,2.0244,PowerLaw,2.02,43.6148,1.58e-11,17.1641,0.0,Y
1428,3FGL J2131.8-2516,RBS 1755,5BZBJ2131-2515,bll,21 31 51.49,-25 15 58.57,0.0,-,0.0,1.0,0.0,0.92,7.01,3.5248712000000003e-10,2.0132,PowerLaw,2.01,11.0039,6.04e-12,18.8545,0.0,Y
1429,3FGL J2132.4-5420,PMN J2132-5420,, bcu II,21 32 08.3,-54 20 36.52,0.0,LSP,12.69,1.0,0.0,0.0,13.56,5.9689176e-10,2.6344,PowerLaw,2.63,73.0,0.0,0.0,0.0,Y
1430,3FGL J2133.3+2533,87GB 213100.1+251534,5BZGJ2133+2528,bcu II,21 33 14.35,+25 28 58.98,0.0,ISP,14.64,0.96,0.0,0.0,5.0,3.4366837000000004e-10,2.0097,PowerLaw,2.01,39.848,0.0,17.6117,17.21,Y
1431,3FGL J2133.8+6648,NVSS J213349+664706,, bcu II,21 33 49.15,+66 47 04.37,0.0,HSP,15.8,1.0,0.84,0.0,14.41,1.2945579e-09,2.0778,PowerLaw,2.08,35.5872,0.0,0.0,0.0,N
1434,3FGL J2139.4-4235,MH 2136-428,5BZBJ2139-4235,bll,21 39 24.17,-42 35 20.46,0.0,ISP,14.095,1.0,0.87,0.0,45.75,4.295407999999999e-09,1.9592,LogParabola,2.09,78.0,0.0,16.4251,0.0,Y
1435,3FGL J2141.6-6412,PMN J2141-6411,, bcu II,21 41 46.44,-64 11 14.47,0.0,LSP,13.852,1.0,0.88,0.0,16.63,9.676777199999999e-10,2.4952,PowerLaw,2.5,187.8,0.0,18.9032,0.0,Y
1436,3FGL J2141.7-3734,PKS 2138-377,5BZQJ2141-3729,fsrq,21 41 52.44,-37 29 12.99,0.423,LSP,13.298,1.0,0.84,0.0,7.94,4.0541195e-10,2.5915,PowerLaw,2.59,397.4214,6.4e-13,17.4543,0.0,Y
1437,3FGL J2142.2-2546,PMN J2142-2551,, bcu II,21 42 15.92,-25 51 26.59,0.0,LSP,13.569,0.98,0.8,0.0,6.68,4.2943427000000003e-10,2.2312,PowerLaw,2.23,216.0021,0.0,20.8112,0.0,Y
1438,3FGL J2143.1-3928,PMN J2143-3929,5BZBJ2143-3929,bll,21 43 02.82,-39 29 24.01,0.429,ISP,14.175,1.0,0.86,0.0,8.38,5.1069288e-10,2.073,PowerLaw,2.07,143.3307,0.0,19.5173,0.0,Y
1439,3FGL J2143.5+1744,OX 169,5BZQJ2143+1743,fsrq,21 43 35.54,+17 43 48.78,0.213,ISP,14.384,1.0,0.96,0.91,60.57,4.4179305e-09,2.4037,LogParabola,2.52,651.9304,1.76e-12,15.3654,15.89,Y
1440,3FGL J2144.2+3132,MG3 J214415+3132,, bcu II,21 44 15.21,+31 33 39.18,0.0,ISP,14.96,1.0,0.0,0.0,8.32,5.610985e-10,2.3622,PowerLaw,2.36,81.4149,0.0,17.565,0.0,Y
1442,3FGL J2145.7+0717,MS 2143.4+0704,5BZBJ2145+0719,bll,21 45 52.29,+07 19 27.21,0.237,ISP,14.581,1.0,0.82,0.92,8.07,4.0543904e-10,2.6565,PowerLaw,2.66,101.9683,1.16e-11,16.8233,17.17,N
1443,3FGL J2146.6-1344,NVSS J214637-134359,5BZBJ2146-1344,bll,21 46 36.96,-13 44 00.66,0.0,HSP,15.661,1.0,0.81,0.9,16.3,9.7278208e-10,1.6635,PowerLaw,1.66,22.9509,2.38e-12,17.4842,0.0,Y
1444,3FGL J2146.7-1527,PKS 2143-156,5BZQJ2146-1525,fsrq,21 46 22.97,-15 25 43.88,0.698,LSP,13.235,0.99,0.89,0.0,6.79,4.0342302e-10,2.4585,PowerLaw,2.46,732.9674,1.03e-12,17.2977,0.0,Y
1447,3FGL J2149.6+1915,TXS 2147+191,, bcu II,21 49 47.31,+19 20 46.08,0.0,LSP,13.145,0.89,0.0,0.0,9.5,6.164442799999999e-10,2.5686,PowerLaw,2.57,144.2736,0.0,0.0,21.75,Y
1448,3FGL J2149.7+0323,PKS B2147+031,5BZBJ2149+0322,bll,21 49 41.86,+03 22 51.43,0.0,ISP,14.074000000000002,1.0,0.84,0.0,10.43,6.795224400000001e-10,2.1506,PowerLaw,2.15,100.0639,0.0,16.778,17.3,Y
1449,3FGL J2150.2-1411,TXS 2147-144,5BZGJ2150-1410,bll,21 50 15.51,-14 10 49.95,0.22899999999999998,HSP,17.108,1.0,0.86,0.95,9.89,5.218568400000001e-10,1.8286,PowerLaw,1.83,68.4103,1.49e-11,16.5111,0.0,Y
1452,3FGL J2152.4+1735,S3 2150+17,5BZBJ2152+1734,bll,21 52 24.81,+17 34 37.79,0.8740000000000001,LSP,13.383,1.0,0.93,0.0,4.43,2.7364047e-10,2.0514,PowerLaw,2.05,681.0647,0.0,17.8912,18.19,Y
1453,3FGL J2152.9-0045,RBS 1792,5BZBJ2153-0042,bll,21 53 05.4,-00 42 31.49,0.341,-,0.0,0.99,0.0,0.88,5.37,3.3777388999999997e-10,1.9477,PowerLaw,1.95,24.835,7.42e-12,18.1417,17.54,Y
1455,3FGL J2156.0+1818,RX J2156.0+1818,, bcu II,21 56 01.63,+18 18 39.09,0.0,ISP,14.864,1.0,0.8,0.92,7.83,4.6534420999999995e-10,1.9141,PowerLaw,1.91,33.3229,5.3899999999999994e-12,17.4661,17.16,Y
1456,3FGL J2156.9-0855,FIRST J215650.3-085535,5BZBJ2156-0855,bll,21 56 50.22,-08 55 35.14,0.0,ISP,14.357999999999999,1.0,0.0,0.0,5.69,2.7969357e-10,1.9016,PowerLaw,1.9,21.9007,0.0,18.585,18.29,Y
1458,3FGL J2158.0-1501,PKS 2155-152,5BZQJ2158-1501,fsrq,21 58 06.28,-15 01 09.32,0.672,LSP,13.087,1.0,0.98,0.87,16.37,1.0618382e-09,2.2694,PowerLaw,2.27,3021.2351,1.75e-12,17.8921,0.0,Y
1459,3FGL J2158.8-3013,PKS 2155-304,5BZBJ2158-3013,bll,21 58 52.06,-30 13 32.11,0.11599999999999999,HSP,15.968,1.0,0.98,1.0,142.1,2.1684304000000002e-08,1.7503,LogParabola,1.83,490.2579,5.72e-10,12.5445,0.0,Y
1460,3FGL J2159.2-2841,NVSS J215910-284115,5BZUJ2159-2841,bcu I,21 59 10.99,-28 41 15.85,0.271,ISP,14.439,1.0,0.0,0.0,7.85,4.1820417000000003e-10,1.9378,PowerLaw,1.94,20.2911,0.0,17.4181,0.0,Y
1461,3FGL J2159.8+1025,TXS 2157+102,, bll,22 00 07.93,+10 30 07.9,0.0,LSP,12.97,0.95,0.0,0.0,5.02,2.6266281e-10,2.6319,PowerLaw,2.63,255.7247,0.0,0.0,20.37,Y
1462,3FGL J2200.2+2139,TXS 2157+213,, bll,22 00 14.19,+21 37 57.03,0.0,LSP,13.565,1.0,0.88,0.0,5.2,2.6144811e-10,1.9774,PowerLaw,1.98,209.5453,0.0,19.6438,18.07,Y
1463,3FGL J2200.9-2412,NVSS J220036-241428,, bcu II,22 00 36.66,-24 14 27.71,0.0,LSP,13.852,0.97,0.0,0.0,5.53,2.7585909e-10,2.454,PowerLaw,2.45,28.8772,0.0,18.5882,0.0,N
1465,3FGL J2202.7+4217,BL Lacertae,5BZBJ2202+4216,bll,22 02 43.29,+42 16 39.97,0.0686,LSP,13.609000000000002,1.0,0.99,0.97,128.83,1.6476655e-08,2.1611,LogParabola,2.25,6051.4805,7.42e-12,13.7998,0.0,Y
1467,3FGL J2203.7+3143,4C +31.63,5BZQJ2203+3145,fsrq,22 03 14.97,+31 45 38.26,0.295,LSP,13.327,0.99,0.92,0.8,5.01,2.0570912e-10,3.0657,PowerLaw,3.07,2879.3528,1.0400000000000001e-11,14.8006,0.0,Y
1468,3FGL J2204.4+0439,4C +04.77,5BZUJ2204+0440,bll,22 04 17.65,+04 40 02.02,0.027000000000000003,ISP,14.962,1.0,0.92,0.85,8.45,4.9035137e-10,2.1241,PowerLaw,2.12,467.534,1.86e-12,9.9751,13.48,Y
1472,3FGL J2212.3-7039,PMN J2211-7039,, bcu II,22 11 56.23,-70 39 14.81,0.0,HSP,15.03,0.99,0.0,0.0,5.15,2.0926744e-10,2.759,PowerLaw,2.76,41.3,0.0,17.1141,0.0,Y
1473,3FGL J2212.6+2801,MG3 J221240+2759,, bcu II,22 12 39.1,+27 59 38.44,0.0,LSP,13.88,1.0,0.86,0.0,7.93,4.3520200999999997e-10,1.7905,PowerLaw,1.79,144.9945,0.0,18.1266,18.79,Y
1475,3FGL J2213.6-4755,SUMSS J221330-475426,, bcu III,22 13 30.34,-47 54 25.21,0.0,-,0.0,1.0,0.0,0.0,5.75,2.5013008e-10,1.8894,PowerLaw,1.89,27.3,0.0,18.4554,0.0,Y
1476,3FGL J2217.0+2421,B2 2214+24B,5BZBJ2217+2421,bll,22 17 00.82,+24 21 45.95,0.505,LSP,13.365,1.0,0.93,0.81,13.51,9.5343833e-10,2.2151,PowerLaw,2.22,528.3699,8.49e-13,19.6229,16.88,Y
1478,3FGL J2220.3+2812,RX J2220.4+2814,, bcu II,22 20 28.71,+28 13 55.44,0.0,HSP,15.55,1.0,0.0,0.8,4.85,2.5071542e-10,1.8334,PowerLaw,1.83,48.8719,2.1899999999999998e-12,15.4383,16.19,Y
1479,3FGL J2221.6-5225,PMN J2221-5224,5BZBJ2221-5225,bll,22 21 29.35,-52 25 25.39,0.0,HSP,16.06,1.0,0.0,0.94,15.87,8.3331186e-10,1.9264,PowerLaw,1.93,25.4,8.580000000000001e-12,16.944000000000003,0.0,Y
1480,3FGL J2222.3-3500,PKS 2220-351,5BZQJ2223-3455,fsrq,22 23 05.93,-34 55 47.17,0.298,LSP,13.398,0.91,0.84,0.0,4.64,2.3732193999999997e-10,2.372,PowerLaw,2.37,850.4194,1.14e-12,16.148,0.0,Y
1481,3FGL J2224.6-1122,PKS 2221-116,5BZBJ2224-1126,bll,22 24 07.96,-11 26 21.1,0.115,LSP,13.412,0.98,0.82,0.0,6.5,3.8228357000000003e-10,2.4461,PowerLaw,2.45,558.9333,0.0,19.2975,0.0,Y
1483,3FGL J2227.8+0040,PMN J2227+0037,5BZBJ2227+0037,bll,22 27 58.15,+00 37 04.45,0.0,ISP,14.408,0.99,0.0,0.0,9.21,7.019521099999999e-10,2.1365,PowerLaw,2.14,101.6766,0.0,18.2212,17.48,Y
1485,3FGL J2230.5-7817,PKS 2225-785,, bcu II,22 30 30.54,-78 15 56.57,0.0,ISP,14.985,0.99,0.93,0.0,12.44,7.1223166e-10,2.508,PowerLaw,2.51,657.9,0.0,18.8623,0.0,Y
1488,3FGL J2232.9-2021,1RXS J223249.5-202232,, bcu II,22 32 48.79,-20 22 26.46,0.0,HSP,16.58,1.0,0.0,0.87,5.9,3.5563992999999997e-10,2.081,PowerLaw,2.08,12.5472,2.6899999999999996e-12,17.6666,0.0,Y
1489,3FGL J2233.5-1235,PKS 2231-127,, bcu II,22 33 54.94,-12 30 34.8,0.0,ISP,14.755,0.89,0.84,0.0,4.49,2.9238895e-10,2.3726,PowerLaw,2.37,493.8299,0.0,16.4726,0.0,Y
1490,3FGL J2234.1-2655,PMN J2234-2656,, bcu II,22 34 08.42,-26 56 45.03,0.0,LSP,13.513,1.0,0.86,0.0,8.24,4.0855339e-10,2.1873,PowerLaw,2.19,99.9503,2.7899999999999997e-13,19.3276,0.0,Y
1491,3FGL J2235.3-4835,PKS 2232-488,5BZQJ2235-4835,fsrq,22 35 13.23,-48 35 58.79,0.51,LSP,12.869000000000002,1.0,0.95,0.84,15.83,7.451423900000001e-10,2.4877,PowerLaw,2.49,1216.0,2.39e-12,16.9815,0.0,Y
1492,3FGL J2235.6-2319,PMN J2236-2309,, bcu I,22 36 26.23,-23 09 26.59,0.0,LSP,12.38,0.9,0.0,0.0,9.26,3.1238728e-10,2.8172,PowerLaw,2.82,397.8791,0.0,0.0,0.0,Y
1493,3FGL J2236.0-1706,PKS 2233-173,5BZBJ2236-1706,fsrq,22 36 09.52,-17 06 21.97,0.647,LSP,13.572000000000001,1.0,0.87,0.0,5.41,3.3552127999999996e-10,2.13,PowerLaw,2.13,309.3087,0.0,18.7922,0.0,Y
1494,3FGL J2236.0-3629,NVSS J223554-362901,5BZBJ2235-3629,bll,22 35 54.83,-36 29 02.88,0.0,LSP,13.95,1.0,0.81,0.0,14.29,7.924074700000001e-10,2.2012,PowerLaw,2.2,68.3355,0.0,19.2154,0.0,Y
1495,3FGL J2236.2-5049,SUMSS J223605-505521,, bcu II,22 36 05.63,-50 55 19.91,0.0,LSP,13.2,0.93,0.0,0.0,5.82,2.5434277e-10,2.6066,PowerLaw,2.61,36.8,0.0,0.0,0.0,Y
1496,3FGL J2236.3+2829,B2 2234+28A,5BZQJ2236+2828,bll,22 36 22.47,+28 28 57.41,0.79,LSP,13.398,1.0,0.97,0.0,52.14,4.2969268e-09,2.1154,LogParabola,2.28,1103.4456,0.0,18.0662,16.44,Y
1497,3FGL J2236.5-1432,PKS 2233-148,5BZBJ2236-1433,bll,22 36 34.08,-14 33 22.18,0.0,LSP,13.08,1.0,0.96,0.89,69.55,6.8592727e-09,2.0432,LogParabola,2.15,542.2985,8.909999999999998e-13,18.6272,0.0,Y
1498,3FGL J2237.1-3921,NVSS J223708-392137,5BZQJ2237-3921,fsrq,22 37 08.1,-39 21 38.08,0.297,LSP,13.152999999999999,1.0,0.9,0.0,11.58,6.193529e-10,2.2339,PowerLaw,2.23,175.0329,0.0,18.1686,0.0,Y
1499,3FGL J2240.9+4121,B3 2238+410,5BZBJ2241+4120,bll,22 41 07.2,+41 20 11.61,0.0,LSP,13.32,1.0,0.89,0.0,5.07,4.0627174e-10,2.2022,PowerLaw,2.2,336.2502,0.0,19.4628,0.0,Y
1500,3FGL J2243.2-3933,NVSS J224326-393353,, bcu II,22 43 26.12,-39 33 53.27,0.0,LSP,13.215,0.99,0.0,0.0,5.56,3.074864e-10,2.1185,PowerLaw,2.12,59.2581,0.0,0.0,0.0,Y
1501,3FGL J2243.4-2541,PKS 2240-260,5BZBJ2243-2544,bll,22 43 26.4,-25 44 30.68,0.774,LSP,13.919,1.0,0.94,0.0,25.86,1.6399869e-09,2.2748,PowerLaw,2.27,1102.6884,1.34e-12,17.8778,0.0,Y
1502,3FGL J2243.6-1230,RBS 1888,, bll,22 43 40.5,-12 31 01.31,0.0,HSP,17.0,1.0,0.0,0.93,6.77,3.9310685e-10,2.1405,PowerLaw,2.14,10.6755,9.449999999999999e-12,18.2183,0.0,Y
1503,3FGL J2243.9+2021,RGB J2243+203,5BZBJ2243+2021,bll,22 43 54.74,+20 21 03.77,0.0,HSP,15.58,1.0,0.9,0.0,45.92,4.0828225e-09,1.7898,PowerLaw,1.79,109.0454,0.0,16.564,15.29,Y
1505,3FGL J2246.2+1547,NVSS J224604+154437,, bcu II,22 46 04.99,+15 44 37.34,0.0,ISP,14.95,0.88,0.0,0.0,9.47,6.8192035e-10,2.1827,PowerLaw,2.18,82.6025,0.0,18.9918,18.13,Y
1506,3FGL J2246.7-5205,RBS 1895,, bcu I,22 46 42.09,-52 06 40.39,0.09791,-,0.0,1.0,0.0,0.93,7.36,2.2909845e-10,1.4424,PowerLaw,1.44,11.5,8.820000000000002e-12,17.0827,0.0,N
1507,3FGL J2247.8+4413,NVSS J224753+441317,5BZBJ2247+4413,bll,22 47 53.2,+44 13 15.39,0.0,HSP,16.27,1.0,0.88,0.94,9.93,5.322967099999999e-10,1.7956,PowerLaw,1.8,71.3426,7.32e-12,17.7534,0.0,Y
1509,3FGL J2250.1+3825,B3 2247+381,5BZBJ2250+3824,bll,22 50 05.74,+38 24 37.19,0.11900000000000001,-,0.0,1.0,0.91,0.95,16.49,1.1021792e-09,1.9123,PowerLaw,1.91,104.0469,7.93e-12,14.4234,0.0,Y
1510,3FGL J2250.3-4206,PMN J2250-4206,5BZUJ2250-4206,bcu I,22 50 22.22,-42 06 13.41,0.11900000000000001,LSP,13.969000000000001,1.0,0.83,0.0,11.58,5.9493588e-10,2.0335,PowerLaw,2.03,81.5,0.0,17.3099,0.0,Y
1511,3FGL J2250.7-2806,PMN J2250-2806,5BZUJ2250-2806,bcu I,22 50 44.49,-28 06 39.33,0.525,LSP,13.062999999999999,1.0,0.95,0.0,48.39,4.1494297e-09,2.1773,PowerLaw,2.18,305.5237,0.0,0.0,0.0,Y
1512,3FGL J2251.5-4928,SUMSS J225128-492912,, bcu II,22 51 28.69,-49 29 10.81,0.0,ISP,14.23,1.0,0.0,0.0,12.18,6.1184191e-10,1.9669999999999999,PowerLaw,1.97,33.3,0.0,18.7874,0.0,Y
1513,3FGL J2251.9+4031,MG4 J225201+4030,5BZBJ2251+4030,bll,22 51 59.77,+40 30 58.16,0.22899999999999998,ISP,14.64,1.0,0.86,0.0,12.98,9.4262742e-10,2.2492,PowerLaw,2.25,92.0641,0.0,16.98,0.0,Y
1514,3FGL J2254.0+1403,NVSS J225354+140439,5BZBJ2253+1404,bll,22 53 54.23,+14 04 36.9,0.327,ISP,14.652999999999999,1.0,0.0,0.0,5.43,4.0735372999999996e-10,2.2405,PowerLaw,2.24,11.7526,6.17e-13,17.3404,17.55,Y
1515,3FGL J2254.0+1608,3C 454.3,5BZQJ2253+1608,fsrq,22 53 57.74,+16 08 53.56,0.8590000000000001,LSP,13.344000000000001,1.0,0.99,0.97,480.74,1.0609219e-07,1.6346,PLSuperExpCutoff,2.35,12657.0,1.9e-11,15.6862,14.43,Y
1516,3FGL J2255.1+2411,MG3 J225517+2409,5BZBJ2255+2410,bll,22 55 15.37,+24 10 11.34,0.0,LSP,13.95,1.0,0.83,0.81,12.64,8.5882096e-10,2.0193,PowerLaw,2.02,81.8421,1.31e-12,17.4977,17.56,Y
1517,3FGL J2256.7-2011,PKS 2254-204,5BZBJ2256-2011,bll,22 56 41.2,-20 11 40.5,0.0,LSP,12.97,1.0,0.93,0.0,15.52,9.3951324e-10,2.0925,PowerLaw,2.09,345.2444,0.0,18.291,0.0,Y
1518,3FGL J2258.0-2759,PKS 2255-282,5BZQJ2258-2758,fsrq,22 58 05.96,-27 58 21.25,0.9259999999999999,LSP,13.036,1.0,0.97,0.0,56.77,4.3282391e-09,2.1731,LogParabola,2.37,1249.0322,0.0,17.3909,0.0,Y
1519,3FGL J2258.1-8248,PMN J2258-8246,, bcu II,22 57 59.4,-82 46 53.15,0.0,HSP,15.12,1.0,0.0,0.0,8.78,7.0536221e-10,2.1938,PowerLaw,2.19,57.8,0.0,17.746,0.0,Y
1520,3FGL J2258.3-5526,PMN J2258-5526,5BZBJ2258-5525,bll,22 58 18.85,-55 25 37.19,0.479,HSP,15.93,1.0,0.0,0.87,5.5,2.5892569e-10,2.3109,PowerLaw,2.31,85.2,5.19e-12,17.9107,0.0,Y
1521,3FGL J2300.3+3136,NVSS J230022+313703,5BZBJ2300+3137,bll,23 00 22.83,+31 37 04.4,0.0,ISP,14.335,1.0,0.88,0.0,15.63,8.868670199999999e-10,1.85,PowerLaw,1.85,68.1072,0.0,17.1698,17.02,Y
1522,3FGL J2304.6+3704,1RXS J230437.1+370506,5BZBJ2304+3705,bll,23 04 36.71,+37 05 07.42,0.0,HSP,15.88,1.0,0.84,0.97,12.98,7.3025713e-10,1.8173,PowerLaw,1.82,23.0538,1.85e-11,17.7853,0.0,Y
1523,3FGL J2305.3-4219,SUMSS J230512-421859,, bcu II,23 05 12.43,-42 18 57.21,0.0,LSP,13.92,0.99,0.0,0.0,4.25,1.9219963e-10,2.0479,PowerLaw,2.05,39.8,0.0,19.0906,0.0,Y
1524,3FGL J2307.4-1208,1RXS J230722.5-120520,5BZBJ2307-1205,bll,23 07 22.04,-12 05 18.67,0.0,HSP,16.85,1.0,0.0,0.84,5.03,2.3783361e-10,1.7716,PowerLaw,1.77,7.2755,2.94e-12,17.7724,0.0,Y
1525,3FGL J2307.7+1449,MG1 J230734+1449,5BZBJ2307+1450,bll,23 07 34.0,+14 50 17.97,0.503,LSP,13.297,0.99,0.82,0.0,13.45,1.0985377e-09,2.2385,PowerLaw,2.24,109.4699,0.0,20.1892,19.07,Y
1526,3FGL J2309.6-3633,1RXS J230940.6-363241,, bcu II,23 09 40.39,-36 32 31.07,0.0,HSP,15.81,0.0,0.86,0.89,9.28,4.4208365e-10,1.8544,PowerLaw,1.85,90.9505,2.39e-12,0.0,0.0,Y
1527,3FGL J2311.0+0204,NVSS J231101+020504,5BZBJ2311+0205,bll,23 11 01.29,+02 05 05.32,0.0,LSP,13.8,1.0,0.85,0.0,8.8,4.9253351e-10,2.2712,PowerLaw,2.27,62.568000000000005,0.0,17.5568,16.22,Y
1529,3FGL J2312.9-6923,SUMSS J231347-692332,, bcu III,23 13 47.92,-69 23 31.09,0.0,-,0.0,0.98,0.0,0.0,4.93,1.8747097e-10,1.804,PowerLaw,1.8,12.2,1.48e-12,19.6785,0.0,Y
1530,3FGL J2314.0+1443,RGB J2313+147,5BZGJ2313+1444,bll,23 13 57.33,+14 44 23.22,0.163,HSP,15.421,1.0,0.8,0.89,11.69,6.211274799999999e-10,1.7579,PowerLaw,1.76,41.1417,3.4900000000000003e-12,14.5358,15.89,Y
1531,3FGL J2315.7-5018,PKS 2312-505,5BZBJ2315-5018,bll,23 15 44.33,-50 18 39.7,0.8109999999999999,LSP,13.017999999999999,1.0,0.88,0.0,10.1,5.8521288e-10,2.1905,PowerLaw,2.19,233.0,0.0,19.331,0.0,Y
