id,Fermi_name,Counterpart_name,Bzcat5_name,Optical_Class,RA_J2000,Dec_J2000,Redshift,SED_Class,LogSyncZ,Probability_Bayesian,Reliability_LR_RG,Reliability_LR_XG,Significance,Flux_1to100GeV,Spectral_Index,Spectral_Type,Power_Law_Index,Radio_flux),X_Flux,USNOVmag,SDSSVmag,CLEAN
1,3FGL J0001.2-0748,PMN J0001-0746,5BZBJ0001-0746,bll,00 01 18.02,-07 46 26.92,0.0,ISP,14.485999999999999,1.0,0.86,0.0,11.25,6.952189900000001e-10,2.1493,PowerLaw,2.15,209.1692,8.100000000000001e-13,17.6118,17.21,Y
3,3FGL J0002.2-4152,1RXS J000135.5-415519,, bcu II,00 01 32.73,-41 55 25.2,-999.0,HSP,15.8,0.97,0.0,0.0,5.16,2.7140307000000004e-10,2.0889,PowerLaw,2.09,13.2,0.0,18.4274,0.0,Y
4,3FGL J0003.2-5246,RBS 0006,, bcu II,00 03 19.48,-52 47 27.7,0.0,HSP,16.85,1.0,0.0,0.9,5.67,2.5903737000000004e-10,1.8952,PowerLaw,1.9,65.3,4.85e-12,18.8131,0.0,Y
5,3FGL J0003.8-1151,PMN J0004-1148,5BZBJ0004-1148,bcu II,00 04 04.91,-11 48 58.38,0.0,LSP,12.515,0.99,0.87,0.0,4.18,2.3389926e-10,2.0235,PowerLaw,2.02,459.597,0.0,18.575,0.0,N
7,3FGL J0004.7-4740,PKS 0002-478,5BZQJ0004-4736,fsrq,00 04 35.65,-47 36 19.6,0.88,LSP,13.419,0.99,0.93,0.0,14.52,6.9288186e-10,2.4035,PowerLaw,2.4,932.9,1.49e-12,17.2964,0.0,Y
8,3FGL J0006.4+3825,S4 0003+38,5BZQJ0005+3820,fsrq,00 05 57.17,+38 20 15.14,0.22899999999999998,LSP,13.235,0.99,0.84,0.0,10.55,6.0568678e-10,2.6171,PowerLaw,2.62,572.7561,0.0,17.7239,0.0,Y
10,3FGL J0008.6-2340,RBS 0016,5BZBJ0008-2339,bll,00 08 35.39,-23 39 28.0,0.147,ISP,14.78,1.0,0.0,0.89,6.66,2.284548e-10,1.5989,PowerLaw,1.6,36.2558,4.71e-12,16.6408,0.0,Y
11,3FGL J0009.1+0630,CRATES J000903.95+062821.5,5BZBJ0009+0628,bll,00 09 03.93,+06 28 21.23,0.0,LSP,13.44,0.99,0.87,0.8,8.97,5.4901528e-10,2.1794,PowerLaw,2.18,247.0644,1.3000000000000001e-12,18.7042,18.11,N
12,3FGL J0009.1+0630,GB6 J0009+0625,5BZQJ0009+0625,bll,00 09 17.05,+06 25 54.74,0.0,ISP,14.822000000000001,0.93,0.0,0.0,8.97,5.4901528e-10,2.1794,PowerLaw,2.18,180.0831,0.0,19.4921,19.2,N
13,3FGL J0009.3+5030,NVSS J000922+503028,5BZBJ0009+5030,bll,00 09 22.76,+50 30 28.83,0.0,HSP,15.15,1.0,0.85,0.0,36.49,3.0936393e-09,1.9286,PowerLaw,1.93,12.2673,0.0,0.0,0.0,Y
14,3FGL J0009.6-3211,IC 1531,, bcu I,00 09 35.55,-32 16 36.92,0.025,ISP,14.655999999999999,0.96,0.85,0.0,5.54,2.7656773999999997e-10,2.3097,PowerLaw,2.31,388.8466,5.01e-13,8.91,0.0,N
15,3FGL J0013.2-3954,PKS 0010-401,5BZBJ0012-3954,bll,00 12 59.9,-39 54 26.05,0.0,LSP,12.27,1.0,0.92,0.0,12.02,6.067581400000001e-10,2.2118,PowerLaw,2.21,494.6114,0.0,18.09,0.0,Y
16,3FGL J0013.9-1853,RBS 0030,5BZGJ0013-1854,bll,00 13 56.04,-18 54 06.69,0.0944,HSP,16.76,1.0,0.0,0.94,5.58,2.3734373e-10,1.9352,PowerLaw,1.94,29.6284,1.26e-11,12.946,0.0,Y
17,3FGL J0014.0-5025,RBS 0032,5BZBJ0014-5022,bll,00 14 11.21,-50 22 32.69,0.0,HSP,16.925,1.0,0.0,0.91,5.65,2.4451646e-10,1.9239,PowerLaw,1.92,15.1,1.23e-11,19.0598,0.0,Y
19,3FGL J0017.2-0643,PMN J0017-0650,, bcu II,00 17 09.39,-06 50 34.95,0.0,LSP,13.67,0.81,0.0,0.0,6.22,3.8799491e-10,2.1162,PowerLaw,2.12,93.9766,0.0,18.6043,18.31,Y
20,3FGL J0017.6-0512,PMN J0017-0512,5BZQJ0017-0512,fsrq,00 17 35.81,-05 12 41.76,0.22699999999999998,LSP,13.689,1.0,0.88,0.84,12.0,7.9522233e-10,2.5063,PowerLaw,2.51,178.4389,1.74e-12,18.0884,17.02,Y
21,3FGL J0018.4+2947,RBS 0042,5BZBJ0018+2947,bll,00 18 27.78,+29 47 31.16,0.1,HSP,16.813,1.0,0.0,0.93,4.96,2.1357462000000002e-10,1.8645,PowerLaw,1.86,33.804,1.43e-11,17.4709,18.04,Y
22,3FGL J0018.9-8152,PMN J0019-8152,5BZBJ0019-8152,bll,00 19 20.64,-81 52 51.41,0.0,HSP,15.144,1.0,0.82,0.91,10.65,6.5296818e-10,2.0754,PowerLaw,2.08,87.0,4.9899999999999995e-12,16.3476,0.0,Y
23,3FGL J0019.1-5645,PMN J0019-5641,, bcu II,00 19 26.61,-56 41 42.45,0.0,LSP,12.83,0.99,0.0,0.0,6.8,2.8565708e-10,2.3909,PowerLaw,2.39,60.6,0.0,21.3089,0.0,Y
24,3FGL J0019.4+2021,PKS 0017+200,5BZBJ0019+2021,bll,00 19 37.85,+20 21 45.64,0.0,LSP,12.32,0.99,0.92,0.0,5.04,2.9451058e-10,2.2486,PowerLaw,2.25,983.9924,0.0,19.899,19.16,Y
25,3FGL J0021.6-2553,CRATES J002132.55-255049.3,5BZBJ0021-2550,bll,00 21 32.54,-25 50 49.38,0.0,ISP,14.527999999999999,0.99,0.0,0.0,11.57,5.9683669e-10,2.0993,PowerLaw,2.1,69.0158,0.0,17.2214,0.0,Y
26,3FGL J0021.6-6835,PKS 0021-686,, bcu II,00 24 06.72,-68 20 54.59,0.0,LSP,13.44,0.95,0.85,0.0,5.37,2.1162896000000002e-10,2.6525,PowerLaw,2.65,1248.0,2.17e-12,16.4931,0.0,N
27,3FGL J0022.1-1855,1RXS J002209.2-185333,5BZBJ0022-1853,bll,00 22 09.26,-18 53 34.86,0.0,HSP,15.13,0.99,0.0,0.83,16.69,9.011055800000001e-10,1.7990000000000002,PowerLaw,1.8,22.5263,1.09e-12,17.4473,0.0,Y
28,3FGL J0022.1-5141,1RXS J002159.2-514028,5BZBJ0022-5140,bll,00 21 59.83,-51 40 25.7,0.0,HSP,15.68,1.0,0.0,0.9,13.71,7.0081763e-10,1.9874,PowerLaw,1.99,20.0,5.09e-12,16.5794,0.0,Y
29,3FGL J0022.5+0608,PKS 0019+058,5BZBJ0022+0608,bll,00 22 32.44,+06 08 04.26,0.0,LSP,13.112,1.0,0.94,0.0,28.18,2.1621784e-09,2.0732,PowerLaw,2.07,340.3242,0.0,19.5096,17.83,Y
31,3FGL J0024.4+0350,GB6 J0024+0349,5BZQJ0024+0349,fsrq,00 24 45.21,+03 49 03.58,0.545,LSP,13.649000000000001,0.98,0.0,0.0,5.71,3.924302e-10,2.2782,PowerLaw,2.28,22.085,0.0,19.8116,18.63,Y
32,3FGL J0026.7-4603,1RXS J002636.3-460101,5BZBJ0026-4601,bll,00 26 35.7,-46 01 09.19,0.0,HSP,17.408,1.0,0.0,0.9,5.08,2.0787713e-10,2.4503,PowerLaw,2.45,38.7,1.41e-11,18.0657,0.0,N
33,3FGL J0028.6+7507,GB6 J0028+7506,, bcu II,00 28 13.06,+75 06 12.89,0.0,ISP,14.23,0.99,0.0,0.0,7.31,5.4497018e-10,2.3415,PowerLaw,2.34,81.0955,0.0,0.0,0.0,Y
34,3FGL J0028.8+1951,TXS 0025+197,, bcu III,00 28 29.81,+20 00 26.74,0.0,-,0.0,0.94,0.0,0.0,6.32,3.7903075e-10,2.4337,PowerLaw,2.43,287.094,0.0,19.9422,19.32,N
35,3FGL J0029.1-7045,PKS 0026-710,5BZBJ0028-7045,bll,00 28 41.56,-70 45 15.92,0.0,ISP,14.23,1.0,0.93,0.0,12.06,6.6322287e-10,2.2845,PowerLaw,2.28,260.0,0.0,17.437,0.0,Y
36,3FGL J0030.2-1646,1RXS J003019.6-164723,, bcu II,00 30 20.38,-16 47 14.25,0.0,HSP,15.52,1.0,0.0,0.84,9.16,3.3229411e-10,1.6472,PowerLaw,1.65,9.5264,1.0199999999999999e-12,17.7765,0.0,Y
37,3FGL J0030.3-4223,PKS 0027-426,5BZQJ0030-4224,fsrq,00 30 17.49,-42 24 46.48,0.495,LSP,13.414000000000001,1.0,0.92,0.0,28.75,1.212056e-09,2.5805,PowerLaw,2.58,424.8,0.0,18.6463,0.0,Y
38,3FGL J0030.7-0209,PKS B0027-024,, bcu II,00 30 31.82,-02 11 56.13,0.0,LSP,12.575999999999999,0.88,0.88,0.0,14.97,8.7114221e-10,2.3781,PowerLaw,2.38,297.0,0.0,18.5253,19.11,Y
39,3FGL J0031.3+0724,NVSS J003119+072456,, bcu II,00 31 19.7,+07 24 53.55,0.0,HSP,15.175999999999998,1.0,0.0,0.0,5.1,2.2477475e-10,1.8239,PowerLaw,1.82,12.1961,0.0,19.1672,17.0,Y
40,3FGL J0032.3-2852,PMN J0032-2849,5BZBJ0032-2849,bll,00 32 33.1,-28 49 19.16,0.324,ISP,14.702,0.98,0.81,0.0,4.89,2.2694559e-10,2.1895,PowerLaw,2.19,160.7332,0.0,17.1802,0.0,Y
41,3FGL J0033.6-1921,KUV 00311-1938,5BZBJ0033-1921,bll,00 33 34.38,-19 21 33.13,0.61,HSP,16.127,1.0,0.87,0.97,39.22,2.7719498e-09,1.7148,PowerLaw,1.71,18.8922,1.49e-11,16.2586,0.0,Y
42,3FGL J0035.2+1513,RX J0035.2+1515,5BZBJ0035+1515,bll,00 35 14.72,+15 15 04.15,0.0,HSP,15.102,1.0,0.0,0.92,14.0,8.290381200000001e-10,1.8064,PowerLaw,1.81,18.8015,7.33e-12,17.063,16.36,Y
43,3FGL J0037.9+1239,NVSS J003750+123818,5BZBJ0037+1238,bll,00 37 50.88,+12 38 19.87,0.08900000000000001,HSP,15.407,1.0,0.86,0.82,13.34,9.0294805e-10,2.1515,PowerLaw,2.15,75.6788,7.959999999999999e-13,14.3867,15.32,Y
44,3FGL J0038.0+0012,NVSS J003808+001336,5BZBJ0038+0013,bll,00 38 08.5,+00 13 36.5,0.0,LSP,13.94,1.0,0.82,0.0,7.45,4.187414e-10,2.1565,PowerLaw,2.16,96.1486,0.0,19.6691,18.61,Y
46,3FGL J0039.0-2218,PMN J0039-2220,, bcu I,00 39 08.2,-22 20 01.47,0.06437999999999999,HSP,16.08,0.98,0.8,0.82,4.41,1.7347833e-10,1.7154,PowerLaw,1.72,117.1528,2.59e-12,11.5062,0.0,Y
47,3FGL J0039.1+4330,NVSS J003907+433015,, bcu III,00 39 08.15,+43 30 14.61,0.0,-,0.0,1.0,0.0,0.0,7.01,3.3505904e-10,1.9629,PowerLaw,1.96,8.1895,0.0,21.0586,0.0,Y
49,3FGL J0040.3+4049,B3 0037+405,5BZUJ0040+4050,bcu I,00 40 13.49,+40 50 05.31,0.0,-,0.0,1.0,0.82,0.89,6.38,8.7253024e-11,1.1323,PowerLaw,1.13,48.1528,2.55e-12,19.1557,0.0,Y
50,3FGL J0040.5-2339,PMN J0040-2340,5BZGJ0040-2340,bcu I,00 40 24.9,-23 40 00.92,0.213,ISP,14.442,1.0,0.0,0.0,4.32,1.8839813e-10,1.9462,PowerLaw,1.95,53.675,0.0,16.5395,0.0,Y
51,3FGL J0041.9+3639,RX J0042.0+3641,5BZBJ0042+3641,bll,00 42 08.21,+36 41 12.71,0.0,HSP,16.5,1.0,0.0,0.87,4.63,2.1891897000000002e-10,1.9758,PowerLaw,1.98,11.9769,3.68e-12,18.0337,18.02,Y
53,3FGL J0043.5-0444,1RXS J004333.7-044257,, bcu II,00 43 34.12,-04 43 01.81,0.0,HSP,17.25,1.0,0.0,0.9,5.84,2.2798753e-10,1.7346,PowerLaw,1.73,29.8202,4.92e-12,19.2914,17.98,Y
54,3FGL J0043.7-1117,1RXS J004349.3-111612,, bcu II,00 43 48.69,-11 16 07.61,0.0,HSP,15.44,1.0,0.0,0.0,5.9,2.4505639e-10,1.5937,PowerLaw,1.59,24.9304,1.1e-12,18.0853,0.0,Y
55,3FGL J0043.8+3425,GB6 J0043+3426,5BZQJ0043+3426,fsrq,00 43 48.84,+34 26 26.09,0.966,ISP,14.104000000000001,1.0,0.89,0.0,22.65,1.6137297e-09,2.0447,PowerLaw,2.04,93.4095,0.0,19.9936,19.11,Y
56,3FGL J0045.2-3704,PKS 0042-373,, bcu II,00 45 12.06,-37 05 48.46,0.0,LSP,12.76,1.0,0.89,0.0,13.56,5.593858200000001e-10,2.5428,PowerLaw,2.54,329.8367,0.0,19.5963,0.0,Y
57,3FGL J0045.3+2126,GB6 J0045+2127,5BZBJ0045+2127,bll,00 45 19.29,+21 27 39.99,0.0,HSP,16.000999999999998,1.0,0.84,0.92,22.34,1.3894633e-09,1.899,PowerLaw,1.9,50.163000000000004,3.99e-12,16.9632,16.37,Y
58,3FGL J0045.7+1217,GB6 J0045+1217,5BZBJ0045+1217,bll,00 45 43.34,+12 17 11.8,0.0,ISP,14.3,1.0,0.9,0.89,14.52,9.5216846e-10,1.9597,PowerLaw,1.96,103.8621,1.46e-12,17.727,16.78,Y
61,3FGL J0048.0+3950,B3 0045+395,5BZBJ0047+3948,bll,00 47 55.49,+39 49 00.04,0.252,HSP,15.398,1.0,0.83,0.0,9.22,4.9839732e-10,1.8768,PowerLaw,1.88,93.2223,5.41e-13,17.4124,16.77,Y
62,3FGL J0049.4-4149,1RXS J004939.9-415133,, bcu II,00 49 38.92,-41 51 37.8,0.0,HSP,15.85,0.99,0.0,0.81,5.66,2.5201377000000003e-10,2.1545,PowerLaw,2.15,-999.0,2.0299999999999996e-12,19.4429,0.0,Y
63,3FGL J0049.4-5401,PMN J0049-5402,, bcu II,00 49 48.55,-54 02 45.3,0.0,HSP,15.56,0.96,0.83,0.0,5.97,2.7920849e-10,2.1434,PowerLaw,2.14,196.1,0.0,17.6117,0.0,Y
66,3FGL J0050.0-4458,PMN J0049-4457,5BZUJ0049-4457,bcu I,00 49 16.62,-44 57 11.16,0.121,LSP,13.87,0.96,0.81,0.0,6.09,2.4651042e-10,2.5279,PowerLaw,2.53,336.0,3.65e-12,16.5335,0.0,Y
67,3FGL J0050.4-0449,PKS 0047-051,5BZQJ0050-0452,fsrq,00 50 21.53,-04 52 20.59,0.92,LSP,13.232000000000001,1.0,0.84,0.0,9.03,5.3713295e-10,2.4499,PowerLaw,2.45,254.3971,0.0,19.7666,18.8,Y
68,3FGL J0050.6-0929,PKS 0048-09,5BZBJ0050-0929,bll,00 50 41.31,-09 29 05.21,0.635,ISP,14.614,1.0,0.97,0.95,41.98,3.6230012e-09,2.0931,PowerLaw,2.09,814.7206,5.029999999999999e-12,16.8904,15.33,Y
70,3FGL J0051.2-6241,1RXS J005117.7-624154,5BZBJ0051-6242,bcu II,00 51 16.45,-62 42 05.4,0.0,HSP,15.904000000000002,1.0,0.82,0.94,23.41,1.1676106e-09,1.6632,PowerLaw,1.66,43.2,4.57e-12,16.7522,0.0,Y
71,3FGL J0054.8-2455,FRBA J0054-2455,5BZBJ0054-2455,bll,00 54 46.75,-24 55 29.21,0.0,-,0.0,1.0,0.0,0.91,15.8,8.3387225e-10,1.7781,PowerLaw,1.78,24.4618,3.7e-12,17.3597,0.0,Y
72,3FGL J0055.2-1213,TXS 0052-125,, bcu II,00 55 11.78,-12 17 57.09,0.0,LSP,12.305,0.99,0.82,0.0,4.71,2.4247468e-10,2.3968,PowerLaw,2.4,263.1171,0.0,0.0,0.0,Y
73,3FGL J0056.3-0935,TXS 0053-098,5BZGJ0056-0936,bll,00 56 20.08,-09 36 29.85,0.1031,HSP,15.547,1.0,0.89,0.93,9.89,5.2274574e-10,1.7902,PowerLaw,1.79,200.8635,9.07e-12,12.1048,14.45,Y
74,3FGL J0056.3-2116,PMN J0056-2117,5BZBJ0056-2117,bll,00 56 32.27,-21 17 08.12,0.0,ISP,14.67,0.97,0.0,0.0,12.03,6.2974753e-10,1.808,PowerLaw,1.81,90.3052,7.329999999999999e-13,17.1106,0.0,Y
76,3FGL J0058.0-3233,PKS 0055-328,5BZBJ0058-3234,bll,00 58 02.23,-32 34 20.74,0.0,LSP,13.44,1.0,0.91,0.0,20.52,1.2200478e-09,2.0583,PowerLaw,2.06,186.4143,0.0,19.7891,0.0,Y
78,3FGL J0059.1-5701,PKS 0056-572,5BZUJ0058-5659,bcu I,00 58 46.58,-56 59 11.47,0.018000000000000002,LSP,12.777999999999999,1.0,0.87,0.0,11.24,4.9518623e-10,2.6164,PowerLaw,2.62,479.4,2.79e-12,17.1454,0.0,N
79,3FGL J0059.2-0152,1RXS J005916.3-015030,5BZGJ0059-0150,bll,00 59 16.92,-01 50 17.66,0.14400000000000002,HSP,15.815,0.99,0.0,0.83,6.01,2.5755302999999996e-10,1.7376,PowerLaw,1.74,18.1395,2.15e-12,16.2975,16.36,Y
80,3FGL J0059.6+0003,PKS 0056-00,5BZQJ0059+0006,fsrq,00 59 05.51,+00 06 51.62,0.7190000000000001,LSP,13.290999999999999,0.96,0.92,0.0,4.5,2.6460015e-10,2.484,PowerLaw,2.48,2509.4783,9.13e-13,17.727999999999998,17.44,Y
81,3FGL J0100.2+0745,GB6 J0100+0745,5BZUJ0100+0745,bll,01 00 20.78,+07 45 51.4,0.0,LSP,13.357999999999999,1.0,0.89,0.0,23.08,1.5588008e-09,1.7966,PowerLaw,1.8,98.8814,0.0,0.0,0.0,Y
82,3FGL J0102.3+4217,GB6 J0102+4214,5BZQJ0102+4214,fsrq,01 02 27.14,+42 14 18.99,0.8740000000000001,LSP,13.277999999999999,0.99,0.0,0.0,12.72,5.2554044e-10,2.6917,PowerLaw,2.69,43.2222,0.0,20.6234,17.93,Y
83,3FGL J0103.7+1323,NVSS J010345+132346,, bcu III,01 03 45.74,+13 23 45.25,0.0,-,0.0,0.99,0.0,0.0,7.12,3.8141826e-10,1.9837,PowerLaw,1.98,51.9748,0.0,17.9616,17.59,Y
85,3FGL J0105.3+3928,GB6 J0105+3928,5BZBJ0105+3928,bll,01 05 09.19,+39 28 15.32,0.44,LSP,13.618,1.0,0.8,0.0,8.13,4.4139892000000004e-10,2.3259,PowerLaw,2.33,91.5759,0.0,18.034000000000002,0.0,Y
86,3FGL J0107.0-1208,PMN J0107-1211,, bcu II,01 07 11.78,-12 11 23.74,0.0,ISP,14.04,0.98,0.0,0.0,5.1,2.9477867e-10,2.1802,PowerLaw,2.18,59.9279,0.0,18.3118,0.0,Y
89,3FGL J0109.1+1816,MG1 J010908+1816,5BZBJ0109+1816,bll,01 09 08.17,+18 16 07.5,0.44299999999999995,HSP,15.019,1.0,0.88,0.94,10.48,5.6220367e-10,2.0398,PowerLaw,2.04,90.8724,9.75e-12,15.7406,16.37,Y
90,3FGL J0109.9-4020,RBS 0158,, bll,01 09 56.5,-40 20 54.09,0.313,HSP,16.168,1.0,0.83,0.94,7.67,2.6918673e-10,1.7274,PowerLaw,1.73,96.0,1.1199999999999999e-11,18.3015,0.0,Y
91,3FGL J0110.9-1254,1RXS J011050.0-125455,5BZBJ0110-1255,bll,01 10 49.96,-12 55 05.03,0.23399999999999999,HSP,16.541,1.0,0.0,0.93,5.81,2.8746217e-10,1.9252,PowerLaw,1.93,17.4963,1.51e-11,16.9418,0.0,Y
92,3FGL J0111.5+0535,1RXS J011130.5+053612,5BZBJ0111+0536,bll,01 11 30.3,+05 36 26.35,0.34600000000000003,-,0.0,1.0,0.0,0.88,5.15,2.5035923e-10,1.9169,PowerLaw,1.92,16.6643,4.5e-12,19.0971,18.09,Y
93,3FGL J0112.1+2245,S2 0109+22,5BZBJ0112+2244,bll,01 12 05.82,+22 44 38.78,0.265,ISP,14.325,1.0,0.95,0.95,81.13,8.7038003e-09,1.9073,LogParabola,2.03,385.8865,4.7000000000000006e-12,15.620999999999999,14.22,Y
94,3FGL J0112.8+3207,4C 31.03,5BZQJ0112+3208,fsrq,01 12 50.33,+32 08 17.43,0.603,ISP,14.460999999999999,1.0,0.96,0.0,44.54,3.0351306e-09,2.3626,PowerLaw,2.36,684.8049,0.0,19.0233,15.97,Y
95,3FGL J0113.0-3554,PMN J0112-3552,, bcu II,01 12 38.66,-35 51 28.44,0.0,LSP,12.69,0.99,0.0,0.0,7.68,3.1898961e-10,2.5028,PowerLaw,2.5,77.8192,0.0,20.58,0.0,N
97,3FGL J0113.4+4948,S4 0110+49,5BZQJ0113+4948,fsrq,01 13 27.0,+49 48 24.04,0.389,LSP,13.253,1.0,0.95,0.9,12.22,8.5819196e-10,2.2991,PowerLaw,2.3,667.4039,2.96e-12,18.8256,0.0,Y
98,3FGL J0114.8+1326,GB6 J0114+1325,5BZBJ0114+1325,bll,01 14 52.77,+13 25 37.52,0.583,ISP,14.999,1.0,0.86,0.0,19.02,1.3008902e-09,2.0773,PowerLaw,2.08,64.0045,0.0,17.2595,16.89,Y
99,3FGL J0115.7+0356,PMN J0115+0356,5BZBJ0115+0356,bll,01 15 40.51,+03 56 43.3,0.0,HSP,15.1,1.0,0.87,0.0,17.5,1.1986299e-09,2.1181,PowerLaw,2.12,99.5494,0.0,19.6699,16.31,Y
100,3FGL J0115.8+2519,RX J0115.7+2519,5BZBJ0115+2519,bll,01 15 46.14,+25 19 53.34,0.358,HSP,15.423,1.0,0.86,0.94,17.03,1.150902e-09,1.9869,PowerLaw,1.99,38.2683,5.029999999999999e-12,18.2264,16.68,Y
101,3FGL J0116.0-1134,PKS 0113-118,5BZQJ0116-1136,fsrq,01 16 12.52,-11 36 15.43,0.67,LSP,13.103,1.0,0.96,0.81,19.86,1.2034322e-09,2.3439,PowerLaw,2.34,1785.3870000000002,1.75e-12,17.5557,0.0,Y
102,3FGL J0116.2-2744,1RXS J011555.6-274428,, bcu III,01 15 55.53,-27 44 31.44,0.0,-,0.0,0.95,0.0,0.0,5.48,2.7675112000000003e-10,2.0225,PowerLaw,2.02,17.2735,2.14e-12,19.7198,0.0,Y
103,3FGL J0116.3-6153,SUMSS J011619-615343,5BZBJ0116-6153,bll,01 16 19.61,-61 53 43.51,0.0,ISP,14.525,1.0,0.0,0.0,9.9,4.1408729e-10,1.9621,PowerLaw,1.96,26.9,0.0,17.9754,0.0,Y
106,3FGL J0118.9-1457,1RXS J011905.4-145906,, bll,01 19 04.7,-14 58 58.38,0.1147,HSP,15.849,1.0,0.0,0.84,7.27,2.9702588e-10,1.7863,PowerLaw,1.79,5.5,2.41e-12,18.5996,0.0,Y
107,3FGL J0120.4-2700,PKS 0118-272,5BZBJ0120-2701,bll,01 20 31.66,-27 01 24.65,0.0,ISP,14.325,1.0,0.97,0.9,45.64,3.6857384e-09,1.9141,PowerLaw,1.91,934.7742,1.27e-12,16.1782,0.0,Y
108,3FGL J0121.7+5154,NVSS J012133+515557,, bcu III,01 21 33.66,+51 55 57.27,0.0,-,0.0,0.99,0.0,0.0,6.6,4.5444847999999997e-10,1.9841,PowerLaw,1.98,8.4692,0.0,0.0,0.0,Y
109,3FGL J0122.8+3423,1ES 0120+340,5BZBJ0123+3420,bll,01 23 08.55,+34 20 47.4,0.272,HSP,17.464000000000002,0.99,0.0,0.93,9.58,3.0583985e-10,1.4847,PowerLaw,1.48,45.7066,6.14e-11,16.8868,16.58,Y
110,3FGL J0123.7-2312,1RXS J012338.2-231100,5BZBJ0123-2310,bll,01 23 38.34,-23 10 59.47,0.40399999999999997,HSP,17.267,1.0,0.0,0.92,11.06,6.5183664e-10,1.9883,PowerLaw,1.99,27.6361,9.03e-12,18.1664,0.0,Y
112,3FGL J0125.4-2548,PKS 0122-260,5BZBJ0125-2549,bll,01 25 18.83,-25 49 04.38,0.0,LSP,13.36,0.99,0.84,0.0,8.71,4.5559684000000005e-10,2.1296,PowerLaw,2.13,166.1506,0.0,20.2108,0.0,Y
113,3FGL J0126.1-2227,PKS 0123-226,5BZQJ0126-2222,fsrq,01 26 15.0,-22 22 33.6,0.72,ISP,14.640999999999998,0.92,0.88,0.0,10.35,6.1247774e-10,2.4303,PowerLaw,2.43,611.9944,4.6e-13,18.6932,0.0,Y
114,3FGL J0127.1-0818,PMN J0127-0821,5BZBJ0127-0821,bll,01 27 16.31,-08 21 28.89,0.36,LSP,13.399000000000001,0.99,0.0,0.0,10.56,6.2657168e-10,2.2123,PowerLaw,2.21,112.6177,0.0,18.3046,18.04,Y
115,3FGL J0127.2+0325,NVSS J012713+032259,, bcu II,01 27 13.92,+03 22 58.91,0.0,HSP,15.95,1.0,0.0,0.0,14.42,8.8939184e-10,1.8993,PowerLaw,1.9,16.1413,0.0,19.4474,16.79,Y
117,3FGL J0128.5+4430,GB6 J0128+4439,5BZUJ0128+4439,fsrq,01 28 41.33,+44 39 17.98,0.228,LSP,13.969000000000001,0.98,0.0,0.0,7.55,4.7884935e-10,2.332,PowerLaw,2.33,36.9443,0.0,20.06,0.0,Y
119,3FGL J0132.5-0802,PKS 0130-083,, bcu I,01 32 41.12,-08 04 04.83,0.1485,HSP,15.81,0.99,0.85,0.85,4.53,2.332908e-10,1.7529,PowerLaw,1.75,307.5772,4.6299999999999995e-12,13.9122,15.15,Y
121,3FGL J0133.0-4413,SUMSS J013306-441422,5BZBJ0133-4414,bll,01 33 06.36,-44 14 21.4,0.0,ISP,14.488,1.0,0.0,0.0,7.75,3.7625444e-10,2.1562,PowerLaw,2.16,82.3,0.0,18.8215,0.0,Y
122,3FGL J0133.2-5159,PKS 0131-522,5BZUJ0133-5200,bcu I,01 33 05.76,-52 00 03.94,0.0,LSP,12.062999999999999,1.0,1.0,0.0,4.51,1.8920514e-10,2.6276,PowerLaw,2.63,1198.0,1.7799999999999999e-12,18.923,0.0,Y
123,3FGL J0133.3+4324,B3 0129+431,, bcu II,01 32 44.12,+43 25 32.66,0.0,LSP,13.48,0.94,0.0,0.0,5.0,3.2407996e-10,2.301,PowerLaw,2.3,150.9697,0.0,19.8482,17.83,Y
125,3FGL J0134.5+2638,1RXS J013427.2+263846,5BZBJ0134+2638,bcu I,01 34 28.19,+26 38 43.01,0.0,HSP,15.81,1.0,0.0,0.88,11.97,8.431027e-10,1.9911,PowerLaw,1.99,30.5724,2.59e-12,16.4339,16.46,Y
126,3FGL J0136.5+3905,B3 0133+388,5BZBJ0136+3905,bll,01 36 32.59,+39 05 59.19,0.0,HSP,16.195,1.0,0.93,0.98,56.92,4.8535629e-09,1.6956,PowerLaw,1.7,60.6358,2.33e-11,16.0602,0.0,Y
127,3FGL J0137.0+4752,OC 457,5BZQJ0136+4751,fsrq,01 36 58.59,+47 51 29.1,0.8590000000000001,LSP,13.084000000000001,1.0,0.97,0.0,55.94,5.096124e-09,2.1465,LogParabola,2.27,1138.0917,0.0,18.3309,17.24,Y
128,3FGL J0137.6-2430,PKS 0135-247,5BZQJ0137-2430,fsrq,01 37 38.34,-24 30 53.88,0.835,LSP,12.919,1.0,0.96,0.87,22.53,1.0193285e-09,2.5176,PowerLaw,2.52,1181.9996,2.08e-12,17.0939,0.0,Y
129,3FGL J0139.9+8735,NVSS J013913+873754,, bcu II,01 39 12.34,+87 37 57.6,0.0,ISP,14.1,0.99,0.0,0.0,5.78,3.0727068e-10,1.8912,PowerLaw,1.89,11.5591,0.0,0.0,0.0,Y
130,3FGL J0141.4-0929,PKS 0139-09,5BZBJ0141-0928,bll,01 41 25.83,-09 28 43.67,0.73,LSP,13.038,1.0,0.96,0.85,29.46,2.0650377e-09,2.1229,PowerLaw,2.12,657.4735,6.96e-13,17.4453,16.57,Y
