,NAME,FP,FP_Cov,TP,TP_Cov,SHIFT,SHIFT_Cov,ALPHA,ALPHA_Cov,CHI_squared,P_VALUE,Error_Amp,Error_Mu,Error_Shift,Error_Alpha
0,LAT_080916.txt,1.5883912853659399,3933992.1780540226,1.6069637175401255,3730426.5612725187,-0.9405855985031324,2183487.732921767,1.0668996456113156,0.16433563461935677,1.6532697344858198,1.0,247671478.32517186,232141306.02667892,-232141310.30675092,15.403101434642918
1,LAT_120911.txt,0.6080450382881374,1974724.965210232,3.681966326163293,19284499.706387583,-0.973406896493886,5108847.13803224,0.6190171360281699,0.11453430220979237,3.4526826994658366,1.0,324766232.9043558,523755461.02515686,-524841888.4675869,18.50260607399085
2,LAT_090902.txt,0.9054015305159085,1144368.2828520755,5.798269561841228,7562355.241450514,-0.43459563996345557,569124.1112624157,0.9646162235774978,0.1009198687414877,1.4411036554297905,1.0,126393455.75216788,130424347.48496073,-130954859.8578376,10.462178250247907
3,LAT_130427.txt,0.3206786980730209,149.91106329797054,2.7048305466589406,8551.506418052995,-3.879625139536511,12263.961824664137,0.14789687189994907,0.02367576664019937,0.40734738996491204,1.0,46748.05785317074,316156.8264827526,-316112.03102290654,16.00829438516848
4,LAT_131108.txt,0.5131975574813862,,0.28837674098113125,,-1.4959941095392684,,0.4632536074696125,0.0263886024792393,0.712164305162771,1.0,,,,5.696362004254933
5,LAT_090926.txt,3.272249366589719,33005309.679914232,22.71598061674669,56536259.4696798,1.0992606002392211,2735874.7887005284,4.052675985527208,2.6887879309950407,6.791767237826018,1.0,1008642862.5185063,248883199.9970985,248883184.57926604,66.34598819637093
